idx,spf,ppd,upc,uppcc,apt,deg
91,0.76,1.78,0.67,0.86,0.29,103.86
92,0.77,1.74,0.72,0.9,0.3,128.09
93,0.93,2.41,0.61,0.88,0.16,61.89
95,0.0,1.0,1.0,1.0,1.0,1.0
96,0.65,1.56,0.53,0.69,0.17,70.5
97,0.4,1.19,0.59,0.67,0.24,19.8
98,0.8,2.0,0.65,0.84,0.23,96.55
99,0.79,1.88,0.67,0.87,0.34,133.67
101,0.6,1.55,0.67,0.8,0.28,94.75
102,0.0,1.0,0.54,0.7,0.17,37.0
103,0.83,1.77,0.69,0.89,0.33,57.0
105,0.8,1.93,0.53,0.78,0.19,21.6
107,0.0,1.0,0.89,0.89,0.11,2.0
108,0.0,1.0,0.62,0.73,0.17,40.0
109,0.62,1.55,0.67,0.84,0.29,133.86
110,0.69,1.67,0.6,0.78,0.23,155.27
112,0.64,1.69,0.63,0.8,0.24,58.0
113,0.0,1.0,0.67,0.67,0.67,1.0
114,0.0,1.0,0.85,0.85,0.08,1.0
115,0.62,1.65,0.73,0.88,0.36,105.45
116,0.62,1.44,0.68,0.82,0.43,244.0
118,0.0,1.0,0.55,0.72,0.12,9.0
120,0.0,1.0,0.48,0.72,0.14,14.0
121,0.0,1.0,0.36,0.45,0.15,5.0
122,0.0,1.0,0.52,0.61,0.22,473.0
125,0.0,1.0,0.58,0.66,0.16,7.0
126,0.36,1.2,0.78,0.85,0.46,199.12
129,0.78,2.28,0.63,0.9,0.21,128.89
131,0.0,1.0,0.46,0.58,0.09,2.0
132,0.8,2.21,0.57,0.83,0.22,46.23
133,0.0,1.0,1.0,1.0,1.0,1.0
135,0.27,1.13,0.77,0.82,0.47,77.5
137,0.75,1.56,0.64,0.76,0.17,53.29
138,0.0,1.0,0.33,0.67,0.33,1.0
139,0.66,1.78,0.61,0.78,0.2,113.75
142,0.76,1.83,0.69,0.86,0.26,72.2
144,0.36,1.22,0.77,0.82,0.51,131.5
146,0.0,1.0,0.61,0.68,0.19,16.0
147,0.46,1.2,0.67,0.76,0.27,78.75
149,0.5,1.33,0.83,1.0,0.67,2.0
152,0.86,2.57,0.51,0.83,0.19,8.46
153,0.77,2.09,0.62,0.85,0.25,68.75
154,0.71,1.61,0.66,0.79,0.26,73.6
155,0.33,1.19,0.83,0.87,0.67,70.5
156,0.68,1.63,0.67,0.83,0.32,121.8
158,0.0,1.0,0.4,0.4,0.2,1.0
159,0.84,2.15,0.6,0.83,0.22,68.84
161,0.68,1.65,0.69,0.87,0.33,116.0
162,0.0,1.0,0.72,0.76,0.59,121.0
164,0.0,1.0,0.63,0.82,0.18,2.0
165,0.0,1.0,0.59,0.75,0.16,14.0
167,0.54,1.36,0.81,0.91,0.49,111.0
168,0.8,1.91,0.67,0.89,0.28,74.5
169,0.0,1.0,1.0,1.0,1.0,1.0
170,0.7,1.54,0.61,0.73,0.23,220.69
171,0.04,1.01,0.56,0.63,0.32,37.0
172,0.0,1.0,1.0,1.0,1.0,1.0
173,0.71,1.8,0.62,0.8,0.23,55.55
174,0.67,1.86,0.57,0.75,0.23,107.0
176,0.71,1.66,0.67,0.85,0.33,112.5
177,0.79,2.1,0.57,0.8,0.2,73.27
178,0.65,1.61,0.68,0.83,0.27,137.3
179,0.0,1.0,0.69,0.76,0.33,3.0
180,0.14,1.05,0.62,0.74,0.15,82.92
181,0.38,1.26,0.67,0.77,0.42,133.67
182,0.39,1.21,0.73,0.79,0.41,87.6
184,0.8,2.03,0.59,0.8,0.24,225.24
185,0.0,1.0,0.62,0.7,0.33,170.0
187,0.0,1.0,0.61,0.72,0.5,3.0
190,0.58,1.28,0.75,0.85,0.43,95.5
192,0.0,1.0,0.34,0.59,0.17,2.0
193,0.76,1.95,0.61,0.82,0.26,198.36
194,0.14,1.03,0.57,0.61,0.33,15.5
195,0.0,1.0,1.0,1.0,1.0,2.0
196,0.47,1.36,0.63,0.73,0.33,124.5
197,0.68,1.89,0.61,0.81,0.23,250.67
198,0.67,1.88,0.53,0.77,0.19,42.9
199,0.0,1.0,0.5,0.83,0.17,1.0
200,0.0,1.0,0.55,0.55,0.12,3.0
202,0.04,1.02,0.75,0.77,0.4,90.25
203,0.06,1.03,0.52,0.67,0.2,51.0
206,0.11,1.05,0.65,0.74,0.26,119.4
208,0.09,1.05,0.53,0.66,0.24,34.5
211,0.67,1.6,0.69,0.82,0.27,121.0
212,0.55,1.38,0.81,0.89,0.34,40.0
213,0.64,1.58,0.68,0.82,0.26,103.3
215,0.69,1.68,0.61,0.79,0.28,128.62
216,0.83,2.23,0.65,0.91,0.27,127.64
217,0.62,1.57,0.54,0.7,0.2,517.14
219,0.12,1.07,0.59,0.68,0.15,83.14
221,0.33,1.11,0.59,0.7,0.15,32.85
223,0.84,2.1,0.59,0.84,0.18,8.25
224,0.71,1.4,0.74,0.83,0.25,87.5
225,0.0,1.0,0.54,0.67,0.2,25.0
226,0.47,1.39,0.71,0.83,0.32,118.4
230,0.0,1.0,0.92,0.92,0.08,1.0
232,0.67,1.5,0.65,0.77,0.24,165.6
233,0.49,1.38,0.72,0.81,0.45,81.8
235,0.61,1.56,0.61,0.77,0.36,62.0
236,0.71,1.67,0.68,0.83,0.26,62.21
237,0.69,1.6,0.62,0.78,0.26,115.44
238,0.53,1.36,0.71,0.8,0.39,58.33
241,0.02,1.01,0.6,0.71,0.18,75.5
242,0.0,1.0,0.67,0.9,0.05,1.0
243,0.6,1.41,0.76,0.87,0.36,105.14
246,0.0,1.0,0.62,0.75,0.4,2.0
247,0.72,1.62,0.62,0.8,0.23,68.9
248,0.0,1.0,0.58,0.67,0.15,124.0
251,0.45,1.38,0.66,0.79,0.3,78.12
254,0.25,1.16,0.59,0.7,0.2,27.32
256,0.7,1.64,0.62,0.78,0.24,46.67
257,0.07,1.02,0.62,0.72,0.18,207.0
258,0.0,1.0,0.83,0.92,0.5,4.0
260,0.48,1.32,0.66,0.78,0.44,234.0
262,0.0,1.0,0.7,0.75,0.37,321.0
264,0.0,1.0,1.0,1.0,1.0,1.0
265,0.0,1.0,0.6,0.8,0.2,1.0
267,0.0,1.0,0.52,0.7,0.13,22.0
268,0.66,1.68,0.61,0.76,0.26,133.71
269,0.0,1.0,0.81,0.84,0.15,5.0
270,0.69,1.55,0.65,0.82,0.32,75.67
273,0.63,1.58,0.59,0.75,0.19,57.12
275,0.0,1.0,1.0,1.0,1.0,1.0
277,0.64,1.53,0.7,0.83,0.29,78.9
279,0.63,1.63,0.71,0.86,0.28,70.28
280,0.0,1.0,0.77,0.92,0.08,1.0
281,0.58,1.54,0.74,0.86,0.39,81.24
282,0.0,1.0,0.44,0.5,0.38,6.0
283,0.76,2.18,0.55,0.79,0.14,35.93
285,0.69,1.81,0.59,0.78,0.26,304.62
289,0.88,2.02,0.67,0.89,0.24,51.4
290,0.0,1.0,0.77,0.77,0.69,3.0
291,0.66,1.63,0.71,0.85,0.29,110.4
293,0.77,1.7,0.66,0.85,0.31,58.14
296,0.47,1.31,0.74,0.84,0.44,123.5
299,0.79,2.1,0.63,0.83,0.17,83.53
300,0.0,1.0,0.65,0.8,0.06,5.0
302,0.76,1.76,0.67,0.86,0.3,59.78
303,0.7,1.75,0.63,0.79,0.25,105.15
304,0.0,1.0,0.6,0.65,0.18,5.0
305,0.36,1.21,0.57,0.7,0.17,68.5
307,0.46,1.34,0.61,0.73,0.18,146.18
309,0.0,1.0,0.51,0.58,0.25,51.0
310,0.0,1.0,0.46,0.63,0.16,44.0
311,0.0,1.0,0.52,0.58,0.08,2.0
312,0.75,1.86,0.7,0.88,0.32,110.62
313,0.49,1.36,0.68,0.79,0.43,285.67
314,0.0,1.0,0.6,0.69,0.17,6.0
315,0.34,1.19,0.59,0.7,0.21,61.33
316,0.0,1.0,0.33,0.64,0.23,3.0
317,0.11,1.05,0.62,0.7,0.26,98.25
319,0.0,1.0,1.0,1.0,1.0,2.0
320,0.82,2.18,0.62,0.9,0.27,9.22
322,0.71,1.6,0.7,0.84,0.35,140.8
324,0.64,1.69,0.65,0.82,0.26,104.88
325,0.0,1.0,0.53,0.89,0.07,2.0
326,0.79,2.03,0.54,0.75,0.18,88.5
328,0.0,1.0,0.68,0.77,0.12,15.0
329,0.57,1.32,0.79,0.88,0.4,92.0
330,0.69,1.53,0.67,0.79,0.24,53.3
332,0.8,1.95,0.61,0.79,0.18,51.07
335,0.08,1.02,0.73,0.75,0.51,73.5
336,0.72,1.74,0.67,0.89,0.29,23.62
339,0.67,1.48,0.67,0.81,0.22,153.91
342,0.59,1.42,0.7,0.82,0.32,52.57
344,0.23,1.08,0.58,0.65,0.29,90.33
345,0.22,1.13,0.59,0.72,0.11,60.83
346,0.74,1.88,0.69,0.89,0.22,53.24
348,0.65,1.64,0.61,0.79,0.28,49.12
349,0.0,1.0,0.29,0.71,0.07,1.0
351,0.64,1.71,0.67,0.82,0.25,83.77
354,0.49,1.26,0.71,0.8,0.35,70.64
356,0.71,1.65,0.7,0.85,0.34,68.0
359,0.93,2.85,0.59,0.88,0.13,7.23
360,0.0,1.0,0.57,0.91,0.05,2.0
361,0.82,1.76,0.74,0.9,0.23,38.62
363,0.64,1.65,0.67,0.85,0.35,102.71
364,0.73,1.87,0.61,0.78,0.18,62.25
367,0.39,1.15,0.62,0.7,0.24,24.67
370,0.84,2.1,0.64,0.89,0.27,84.85
371,0.6,1.53,0.58,0.72,0.25,42.14
373,0.85,2.21,0.59,0.87,0.19,39.11
375,0.0,1.0,0.53,0.65,0.09,25.0
376,0.83,2.12,0.62,0.85,0.24,138.78
379,0.7,1.84,0.69,0.85,0.3,104.8
381,0.75,1.88,0.64,0.85,0.25,143.07
382,0.0,1.0,1.0,1.0,1.0,1.0
383,0.32,1.07,0.76,0.81,0.38,172.4
384,0.64,1.65,0.71,0.85,0.35,111.4
385,0.0,1.0,0.75,0.75,0.25,1.0
386,0.77,1.75,0.7,0.87,0.27,96.12
388,0.86,2.27,0.57,0.85,0.19,94.86
389,0.0,1.0,0.52,0.64,0.14,23.0
390,0.75,1.41,0.73,0.84,0.24,14.36
392,0.61,1.38,0.82,0.91,0.49,79.57
394,0.72,1.81,0.69,0.86,0.32,183.55
396,0.72,1.37,0.78,0.87,0.23,44.12
397,0.05,1.01,0.58,0.71,0.12,77.33
402,0.84,1.95,0.54,0.86,0.29,10.75
403,0.29,1.12,0.77,0.82,0.39,149.25
405,0.75,1.63,0.64,0.78,0.22,126.57
407,0.75,2.28,0.57,0.78,0.2,30.29
408,0.58,1.39,0.71,0.82,0.3,67.4
409,0.42,1.2,0.66,0.77,0.2,42.59
410,0.7,1.38,0.7,0.83,0.27,41.36
411,0.65,1.56,0.73,0.87,0.36,127.25
414,0.0,1.0,0.58,0.67,0.24,442.0
416,0.0,1.0,0.91,0.94,0.71,9.0
417,0.0,1.0,0.73,0.8,0.06,3.0
418,0.49,1.4,0.61,0.74,0.29,50.38
420,0.0,1.0,0.61,0.67,0.26,73.0
423,0.53,1.39,0.73,0.85,0.36,75.7
425,0.09,1.05,0.64,0.72,0.25,128.67
427,0.0,1.0,0.55,0.7,0.13,199.0
428,0.64,1.44,0.76,0.87,0.41,93.75
430,0.25,1.04,0.62,0.7,0.25,81.75
432,0.5,1.41,0.65,0.78,0.28,88.33
433,0.0,1.0,0.17,0.5,0.17,1.0
434,0.0,1.0,0.53,0.83,0.17,2.0
435,0.91,2.83,0.53,0.91,0.18,27.6
437,0.13,1.05,0.54,0.62,0.24,48.5
438,0.54,1.41,0.7,0.82,0.43,69.43
439,0.43,1.25,0.76,0.84,0.38,18.5
440,0.55,1.11,0.79,0.85,0.39,53.0
441,0.46,1.3,0.75,0.83,0.39,97.19
443,0.59,1.62,0.67,0.82,0.3,70.77
445,0.53,1.54,0.75,0.88,0.41,109.15
446,0.0,1.0,0.67,0.76,0.13,6.0
447,0.18,1.09,0.55,0.68,0.18,50.5
449,0.74,1.82,0.55,0.75,0.19,48.4
450,1.0,2.0,0.5,1.0,0.5,1.0
451,0.0,1.0,0.2,0.7,0.1,1.0
452,0.61,1.51,0.67,0.81,0.35,327.5
453,0.77,1.83,0.61,0.8,0.21,122.67
454,0.75,1.5,0.75,1.0,0.62,1.5
455,0.68,1.48,0.68,0.79,0.29,83.83
456,0.41,1.22,0.76,0.84,0.44,76.5
457,0.61,1.48,0.69,0.82,0.32,59.9
461,0.77,1.63,0.71,0.86,0.23,61.0
462,0.33,1.09,0.59,0.68,0.29,30.0
463,0.0,1.0,0.58,0.69,0.08,4.0
465,0.79,1.71,0.66,0.82,0.23,186.62
466,0.0,1.0,0.73,0.81,0.12,9.0
469,0.7,1.85,0.62,0.83,0.25,93.87
470,0.0,1.0,1.0,1.0,1.0,2.0
473,0.75,1.84,0.66,0.86,0.27,105.22
475,0.82,1.92,0.65,0.83,0.15,17.64
476,0.05,1.02,0.56,0.67,0.2,64.67
477,0.0,1.0,1.0,1.0,1.0,1.0
478,0.62,1.54,0.7,0.81,0.35,155.08
479,0.83,2.08,0.59,0.88,0.19,12.73
481,0.76,1.96,0.54,0.78,0.2,64.46
482,0.0,1.0,0.59,0.71,0.08,10.0
483,0.71,1.83,0.72,0.9,0.34,129.42
484,0.0,1.0,0.51,0.63,0.18,14.0
485,0.0,1.0,0.33,0.33,0.33,1.0
486,0.66,1.85,0.57,0.77,0.2,114.96
488,0.0,1.0,0.7,0.87,0.12,2.0
489,0.8,1.67,0.74,0.91,0.36,56.33
490,0.0,1.0,0.79,0.8,0.63,31.0
491,0.68,1.64,0.64,0.79,0.24,95.67
492,0.87,2.31,0.64,0.9,0.22,68.87
494,0.0,1.0,1.0,1.0,1.0,1.0
495,0.4,1.25,0.67,0.77,0.45,143.0
497,0.0,1.0,0.69,0.89,0.05,3.0
498,0.0,1.0,0.39,0.59,0.13,16.0
499,0.48,1.3,0.65,0.75,0.27,103.38
503,0.0,1.0,0.65,0.7,0.42,61.0
504,0.0,1.0,1.0,1.0,1.0,1.0
506,0.75,1.87,0.6,0.81,0.26,257.78
508,0.0,1.0,0.58,0.73,0.09,23.0
509,0.58,1.55,0.65,0.79,0.28,121.17
512,0.0,1.0,1.0,1.0,1.0,1.0
513,0.0,1.0,0.18,0.39,0.03,1.0
514,0.0,1.0,0.62,0.69,0.37,362.0
517,0.0,1.0,0.5,0.75,0.25,1.0
518,0.63,1.47,0.75,0.86,0.41,177.4
519,0.21,1.01,0.67,0.73,0.28,158.33
520,0.89,2.29,0.63,0.91,0.2,12.67
521,0.0,1.0,0.58,0.72,0.24,7.0
522,0.66,1.61,0.69,0.82,0.35,93.3
525,0.59,1.35,0.66,0.77,0.27,62.38
527,0.0,1.0,0.55,0.67,0.16,12.0
529,0.0,1.0,0.54,0.67,0.27,31.0
530,0.0,1.0,0.81,0.88,0.14,2.0
533,0.35,1.13,0.8,0.86,0.48,54.89
534,0.71,1.62,0.68,0.84,0.34,126.88
536,0.36,1.34,0.58,0.7,0.36,245.6
538,0.78,1.86,0.61,0.81,0.23,179.18
541,0.87,2.1,0.6,0.82,0.17,33.83
542,0.22,1.1,0.65,0.73,0.29,122.5
544,0.81,2.03,0.63,0.87,0.29,173.8
545,0.0,1.0,0.82,0.91,0.06,3.0
546,0.46,1.19,0.83,0.88,0.43,100.86
547,0.57,1.53,0.67,0.79,0.25,74.69
548,0.19,1.05,0.6,0.72,0.17,65.0
549,0.14,1.07,0.7,0.75,0.43,127.5
551,0.77,1.83,0.68,0.85,0.26,68.19
552,0.0,1.0,0.48,0.62,0.14,2.0
554,0.74,1.6,0.56,0.73,0.22,51.67
555,0.0,1.0,0.62,0.76,0.11,4.0
556,0.58,1.48,0.7,0.83,0.24,89.83
559,0.64,1.44,0.7,0.81,0.31,114.43
561,0.79,2.14,0.6,0.84,0.21,136.0
563,0.56,1.44,0.67,0.8,0.27,84.5
565,0.65,1.66,0.64,0.79,0.24,156.85
566,0.52,1.6,0.69,0.84,0.33,177.14
567,0.68,1.53,0.72,0.83,0.35,86.8
569,0.9,2.75,0.57,0.88,0.15,73.25
571,0.5,1.42,0.65,0.78,0.38,115.57
572,0.0,1.0,1.0,1.0,1.0,1.0
573,0.12,1.04,0.6,0.71,0.25,185.3
574,0.0,1.0,0.53,0.65,0.16,32.0
575,0.0,1.0,0.52,0.63,0.21,14.0
576,0.64,1.53,0.65,0.79,0.24,41.04
577,0.9,2.14,0.7,0.92,0.31,43.38
578,0.0,1.0,0.46,0.7,0.23,5.0
580,0.78,2.08,0.69,0.9,0.2,12.11
581,0.0,1.0,0.78,0.84,0.14,4.0
582,0.0,1.0,0.32,0.65,0.22,2.0
583,0.92,3.04,0.48,0.69,0.11,10.54
585,0.56,1.42,0.78,0.88,0.3,100.0
588,0.78,1.91,0.64,0.84,0.3,72.75
589,0.41,1.28,0.55,0.66,0.26,62.8
591,0.0,1.0,0.62,0.69,0.23,76.0
592,0.74,1.64,0.64,0.8,0.26,80.07
593,0.75,1.91,0.67,0.86,0.3,107.44
594,0.54,1.41,0.71,0.82,0.39,166.83
595,0.72,1.76,0.66,0.83,0.35,227.8
597,0.64,1.59,0.67,0.81,0.26,71.36
598,0.0,1.0,0.55,0.62,0.29,28.0
599,0.0,1.0,0.85,0.87,0.79,98.0
600,0.0,1.0,0.83,0.83,0.5,2.0
601,0.35,1.27,0.67,0.75,0.28,45.91
602,0.75,2.05,0.61,0.85,0.23,91.68
603,0.0,1.0,1.0,1.0,1.0,1.0
605,0.73,1.53,0.68,0.8,0.2,43.25
607,0.75,1.73,0.55,0.73,0.15,13.8
609,0.69,1.49,0.6,0.74,0.22,35.4
611,0.79,2.06,0.58,0.81,0.22,83.74
612,0.0,1.0,0.44,0.62,0.19,3.0
613,0.74,1.61,0.65,0.82,0.28,99.67
614,0.0,1.0,0.71,0.78,0.14,9.0
616,0.84,2.43,0.56,0.83,0.18,23.69
617,0.83,1.38,0.83,0.92,0.29,20.22
621,0.75,1.57,0.7,0.85,0.27,134.5
622,0.0,1.0,1.0,1.0,1.0,1.0
623,0.67,1.7,0.55,0.76,0.21,26.89
624,0.0,1.0,1.0,1.0,1.0,2.0
626,0.72,1.66,0.73,0.88,0.23,49.88
627,0.0,1.0,0.66,0.71,0.47,80.0
629,0.0,1.0,0.86,0.86,0.82,3.0
630,0.58,1.48,0.73,0.85,0.42,122.2
631,0.61,1.42,0.64,0.77,0.29,23.4
632,0.0,1.0,1.0,1.0,1.0,4.0
633,0.79,1.96,0.61,0.84,0.27,64.37
634,0.76,2.01,0.63,0.87,0.3,142.33
635,0.0,1.0,0.56,0.7,0.14,85.0
637,0.7,1.7,0.65,0.8,0.24,121.94
638,0.26,1.14,0.55,0.71,0.17,16.0
639,0.0,1.0,0.5,0.5,0.25,1.0
640,0.61,1.56,0.63,0.77,0.22,62.83
642,0.0,1.0,0.87,0.93,0.07,1.0
645,0.0,1.0,0.62,0.75,0.19,7.0
646,0.82,1.86,0.63,0.84,0.19,38.0
649,0.78,1.82,0.68,0.87,0.32,178.08
651,0.69,1.8,0.62,0.79,0.26,45.68
652,0.72,1.67,0.7,0.84,0.21,55.88
653,0.63,1.5,0.75,0.88,0.43,162.0
654,0.26,1.19,0.73,0.83,0.39,150.75
656,0.0,1.0,0.5,0.5,0.25,1.0
657,0.61,1.39,0.76,0.86,0.37,87.0
659,0.53,1.59,0.66,0.83,0.32,144.25
660,0.0,1.0,0.69,0.81,0.22,2.0
662,0.58,1.59,0.66,0.82,0.3,96.0
664,0.81,1.88,0.69,0.91,0.28,8.75
666,0.72,1.52,0.8,0.93,0.28,61.58
668,0.88,2.05,0.67,0.85,0.16,22.0
669,0.0,1.0,1.0,1.0,1.0,1.0
671,0.77,2.04,0.59,0.82,0.21,60.75
672,0.17,1.08,0.58,0.7,0.21,54.71
674,0.83,1.44,0.71,0.85,0.24,79.8
675,0.0,1.0,0.75,0.83,0.08,1.0
676,0.73,1.77,0.66,0.83,0.21,45.85
677,0.0,1.0,0.6,0.6,0.2,1.0
678,0.86,2.26,0.61,0.88,0.18,34.0
681,0.0,1.0,0.56,0.74,0.06,3.0
683,0.77,1.67,0.69,0.85,0.26,92.4
685,0.58,1.45,0.77,0.86,0.29,69.17
686,0.37,1.13,0.6,0.7,0.21,95.11
687,0.71,1.74,0.57,0.74,0.2,155.88
689,0.63,1.71,0.61,0.79,0.27,90.67
691,0.0,1.0,0.51,0.57,0.39,5.0
692,0.59,1.51,0.68,0.83,0.35,79.2
694,0.64,1.59,0.63,0.78,0.3,151.8
696,0.74,1.92,0.62,0.83,0.2,62.08
699,0.82,1.99,0.58,0.78,0.18,30.4
701,0.0,1.0,0.78,0.78,0.11,1.0
702,0.84,2.07,0.64,0.86,0.2,73.09
704,0.0,1.0,0.5,0.62,0.12,1.0
705,0.0,1.0,1.0,1.0,1.0,1.0
706,0.67,1.57,0.7,0.85,0.34,102.2
708,0.81,1.81,0.62,0.82,0.21,147.3
709,0.83,2.11,0.73,0.93,0.25,85.19
710,0.58,1.49,0.61,0.76,0.23,197.57
711,0.65,1.26,0.72,0.83,0.3,92.6
712,0.0,1.0,0.51,0.68,0.07,2.0
713,0.66,1.69,0.61,0.77,0.23,93.11
716,0.34,1.09,0.8,0.85,0.47,107.33
717,0.76,1.66,0.73,0.9,0.32,125.5
718,0.66,1.22,0.73,0.82,0.35,62.67
719,0.62,1.21,0.89,0.92,0.46,33.0
721,0.49,1.33,0.63,0.76,0.35,127.2
724,0.67,1.74,0.61,0.78,0.23,81.27
727,0.6,1.55,0.68,0.83,0.35,116.91
728,0.0,1.0,0.7,0.8,0.1,1.0
730,0.61,1.4,0.81,0.92,0.35,85.33
731,0.62,1.48,0.65,0.77,0.3,172.0
733,0.41,1.17,0.77,0.84,0.38,116.75
734,0.26,1.08,0.58,0.7,0.26,104.14
735,0.37,1.15,0.73,0.8,0.39,61.7
736,0.82,2.04,0.65,0.87,0.33,121.36
739,0.0,1.0,0.41,0.63,0.13,42.0
740,0.0,1.0,1.0,1.0,1.0,1.0
741,0.04,1.02,0.6,0.69,0.17,111.5
742,0.76,1.63,0.71,0.89,0.28,82.0
744,0.56,1.39,0.67,0.78,0.27,72.0
746,0.0,1.0,0.43,0.59,0.1,9.0
748,0.51,1.34,0.69,0.79,0.31,82.85
749,0.12,1.06,0.65,0.73,0.43,143.0
750,0.02,1.01,0.56,0.71,0.14,72.33
751,0.68,1.74,0.62,0.81,0.27,51.14
752,0.73,1.6,0.64,0.81,0.28,57.0
753,0.0,1.0,1.0,1.0,1.0,4.0
755,0.14,1.07,0.6,0.72,0.28,263.5
756,0.64,1.65,0.61,0.77,0.22,102.17
759,0.84,2.14,0.6,0.84,0.23,75.8
762,0.0,1.0,1.0,1.0,1.0,1.0
763,0.61,1.54,0.54,0.67,0.18,318.62
764,0.0,1.0,0.73,0.82,0.06,5.0
767,0.0,1.0,1.0,1.0,1.0,1.0
768,0.09,1.03,0.64,0.73,0.32,137.8
769,0.0,1.0,0.89,0.9,0.77,89.0
772,0.67,1.52,0.63,0.78,0.27,50.88
773,0.0,1.0,0.59,0.7,0.15,57.0
774,0.7,1.67,0.59,0.76,0.2,169.0
776,0.54,1.24,0.78,0.87,0.43,67.5
778,0.18,1.04,0.62,0.74,0.18,57.18
780,0.74,1.61,0.67,0.85,0.32,70.5
783,0.26,1.17,0.58,0.69,0.16,76.4
784,0.86,2.08,0.62,0.87,0.27,69.0
785,0.67,1.51,0.61,0.77,0.27,20.75
786,0.71,1.66,0.62,0.8,0.3,77.0
791,0.77,2.15,0.53,0.78,0.12,19.47
792,0.0,1.0,0.81,0.84,0.75,98.0
794,0.0,1.0,0.69,0.73,0.58,127.0
795,0.7,1.76,0.63,0.81,0.26,96.62
797,0.0,1.0,0.59,0.67,0.14,11.0
800,0.73,1.35,0.76,0.84,0.28,71.0
801,0.0,1.0,0.61,0.75,0.42,5.0
803,0.66,1.54,0.6,0.74,0.25,46.0
804,0.0,1.0,0.61,0.72,0.15,72.0
806,0.0,1.0,1.0,1.0,1.0,1.0
807,0.0,1.0,0.78,0.8,0.54,153.0
808,0.0,1.0,0.33,0.89,0.11,1.0
809,0.9,3.25,0.52,0.9,0.14,25.04
810,0.78,1.71,0.7,0.87,0.29,80.64
811,0.0,1.0,0.66,0.73,0.46,230.0
813,0.0,1.0,0.69,0.75,0.1,4.0
814,0.26,1.01,0.77,0.8,0.35,40.5
815,0.0,1.0,0.59,0.7,0.1,8.0
816,0.23,1.04,0.75,0.79,0.4,103.0
817,0.0,1.0,0.44,0.63,0.13,5.0
818,0.64,1.48,0.65,0.81,0.31,82.14
821,0.7,1.41,0.64,0.76,0.23,68.64
823,0.76,1.85,0.58,0.78,0.18,128.47
824,0.0,1.0,1.0,1.0,1.0,1.0
826,0.0,1.0,0.5,0.56,0.25,3.0
829,0.56,1.44,0.56,0.68,0.16,37.5
