idx,spf,ppd,upc,uppcc,apt,deg
1091,0.0,1.0,0.83,0.83,0.17,1.0
1094,0.02,1.01,0.58,0.71,0.23,82.5
1095,0.03,1.01,0.71,0.75,0.5,226.67
1096,0.7,1.75,0.71,0.88,0.38,76.14
1099,0.43,1.21,0.81,0.88,0.46,123.38
1101,0.48,1.31,0.67,0.78,0.38,278.5
1102,0.0,1.0,0.33,0.67,0.17,1.0
1103,0.68,1.53,0.62,0.74,0.29,177.75
1104,0.0,1.0,0.63,0.63,0.5,3.0
1105,0.82,1.95,0.52,0.72,0.16,53.58
1106,0.71,1.86,0.53,0.71,0.18,182.08
1109,0.66,1.76,0.62,0.77,0.24,188.55
1110,0.43,1.2,0.85,0.9,0.61,83.5
1112,0.53,1.35,0.64,0.77,0.35,48.0
1113,0.76,2.02,0.65,0.87,0.27,60.33
1115,0.7,1.51,0.75,0.85,0.32,62.38
1116,0.59,1.33,0.55,0.68,0.17,125.0
1117,0.42,1.24,0.69,0.78,0.3,137.4
1119,0.0,1.0,0.53,0.65,0.15,15.0
1120,0.68,1.62,0.7,0.84,0.34,116.69
1122,0.49,1.24,0.8,0.86,0.45,44.33
1129,0.0,1.0,1.0,1.0,1.0,1.0
1130,0.66,1.57,0.68,0.81,0.39,224.67
1131,0.89,2.21,0.65,0.92,0.24,89.8
1133,0.73,1.77,0.68,0.86,0.32,96.45
1135,0.77,1.69,0.76,0.9,0.34,31.5
1138,0.86,1.57,0.73,0.88,0.26,65.14
1139,0.0,1.0,0.55,0.64,0.21,136.0
1140,0.79,1.68,0.67,0.86,0.32,79.67
1141,0.66,1.6,0.65,0.8,0.26,110.5
1143,0.0,1.0,0.59,0.83,0.13,6.0
1145,0.0,1.0,1.0,1.0,1.0,1.0
1148,0.35,1.12,0.46,0.7,0.12,7.83
1149,0.83,2.01,0.61,0.86,0.27,62.14
1151,0.78,1.9,0.69,0.91,0.3,52.62
1152,0.55,1.38,0.73,0.83,0.42,96.86
1153,0.2,1.1,0.56,0.67,0.09,5.5
1156,0.0,1.0,0.39,0.61,0.31,4.0
1157,0.87,2.54,0.55,0.89,0.18,34.07
1159,0.59,1.62,0.76,0.9,0.36,76.83
1161,0.56,1.41,0.53,0.66,0.19,109.18
1163,0.0,1.0,0.52,0.59,0.26,15.0
1165,0.62,1.21,0.59,0.67,0.12,52.0
1166,0.61,1.32,0.74,0.81,0.39,23.11
1167,0.86,2.05,0.65,0.9,0.23,52.64
1169,0.73,1.82,0.5,0.7,0.17,27.9
1173,0.64,1.52,0.76,0.87,0.4,138.0
1174,0.0,1.0,0.79,0.81,0.67,79.0
1176,0.57,1.46,0.61,0.74,0.23,174.88
1178,0.8,2.02,0.7,0.93,0.33,135.88
1179,0.44,1.18,0.81,0.86,0.5,54.0
1181,0.59,1.54,0.72,0.85,0.34,98.0
1184,0.8,1.89,0.63,0.81,0.21,104.0
1187,0.0,1.0,0.45,0.66,0.16,18.0
1190,0.38,1.19,0.64,0.73,0.22,140.8
1191,0.59,1.22,0.79,0.85,0.43,98.5
1193,0.24,1.16,0.68,0.73,0.35,138.8
1194,0.0,1.0,0.74,0.78,0.66,32.0
1195,0.45,1.25,0.78,0.86,0.48,115.33
1196,0.49,1.31,0.73,0.82,0.41,216.75
1199,0.58,1.37,0.66,0.78,0.38,131.0
1202,0.0,1.0,0.54,0.69,0.16,49.0
1205,0.1,1.04,0.72,0.77,0.43,135.0
1206,0.78,1.66,0.72,0.89,0.34,112.0
1207,0.0,1.0,0.6,0.64,0.21,6.0
1208,0.0,1.0,0.81,0.84,0.71,103.0
1210,0.67,1.79,0.71,0.9,0.37,96.32
1211,0.0,1.0,0.85,0.85,0.15,1.0
1212,0.26,1.15,0.74,0.79,0.51,186.5
1214,0.51,1.37,0.67,0.81,0.32,66.17
1215,0.69,1.51,0.68,0.81,0.27,138.64
1216,0.0,1.0,0.65,0.75,0.13,9.0
1219,0.3,1.17,0.49,0.66,0.22,193.0
1221,0.55,1.46,0.72,0.83,0.38,134.36
1222,0.34,1.19,0.52,0.65,0.14,29.88
1224,0.0,1.0,0.43,0.7,0.15,3.0
1225,0.0,1.0,0.39,0.57,0.13,35.0
1226,0.68,1.92,0.58,0.82,0.22,58.33
1229,0.0,1.0,0.61,0.71,0.18,73.0
1231,0.0,1.0,1.0,1.0,1.0,1.0
1232,0.71,1.76,0.56,0.73,0.16,122.57
1234,0.05,1.03,0.64,0.69,0.36,158.0
1235,0.09,1.04,0.61,0.71,0.28,66.5
1236,0.65,1.56,0.67,0.82,0.29,116.75
1237,0.4,1.26,0.59,0.69,0.28,143.4
1240,0.81,2.4,0.5,0.74,0.15,75.85
1241,0.23,1.05,0.68,0.74,0.2,86.0
1242,0.86,2.19,0.6,0.84,0.17,45.38
1243,0.5,1.01,0.73,0.76,0.36,72.5
1245,0.65,1.66,0.67,0.84,0.34,135.17
1246,0.31,1.19,0.6,0.71,0.2,84.0
1247,0.87,2.27,0.55,0.78,0.16,108.5
1249,0.0,1.0,0.52,0.58,0.12,5.0
1250,0.0,1.0,0.64,0.74,0.3,3.0
1252,0.0,1.0,0.52,0.67,0.18,62.0
1253,0.8,1.88,0.61,0.81,0.25,206.33
1255,0.0,1.0,0.65,0.65,0.25,4.0
1256,0.0,1.0,0.52,0.57,0.22,155.0
1257,0.37,1.21,0.7,0.78,0.4,14.5
1259,0.68,1.7,0.64,0.8,0.23,122.0
1261,0.0,1.0,0.6,0.78,0.21,8.0
1262,0.42,1.27,0.63,0.73,0.28,112.33
1267,0.0,1.0,0.83,0.86,0.49,13.0
1268,0.03,1.01,0.71,0.74,0.46,36.5
1270,0.61,1.54,0.63,0.78,0.35,109.43
1271,0.55,1.36,0.69,0.82,0.35,83.38
1275,0.79,1.78,0.74,0.92,0.23,89.6
1276,0.04,1.01,0.6,0.7,0.2,141.0
1282,0.48,1.4,0.71,0.81,0.41,144.5
1283,0.52,1.29,0.55,0.67,0.18,81.22
1285,0.0,1.0,0.8,0.8,0.2,1.0
1286,0.79,1.74,0.7,0.91,0.31,99.8
1287,0.0,1.0,0.57,0.6,0.08,3.0
1289,0.64,1.5,0.75,0.87,0.42,133.22
1290,0.0,1.0,0.44,0.77,0.13,4.0
1291,0.1,1.05,0.63,0.68,0.33,226.25
1293,0.61,1.54,0.63,0.74,0.22,76.56
1294,0.0,1.0,0.9,0.9,0.05,1.0
1295,0.03,1.01,0.6,0.68,0.21,42.0
1297,0.0,1.0,0.53,0.6,0.31,4.0
1299,0.16,1.03,0.57,0.66,0.18,72.0
1300,0.0,1.0,0.59,0.66,0.37,23.0
1301,0.0,1.0,0.54,0.64,0.15,2.0
1302,0.68,1.51,0.67,0.82,0.44,278.0
1305,0.75,1.78,0.62,0.8,0.25,190.69
1309,0.0,1.0,0.77,0.88,0.14,10.0
1310,0.0,1.0,0.73,0.77,0.51,54.0
1311,0.61,1.52,0.72,0.87,0.38,145.88
1314,0.0,1.0,0.53,0.63,0.43,8.0
1315,0.6,1.46,0.69,0.8,0.26,111.56
1316,0.78,1.97,0.58,0.79,0.19,113.5
1317,0.59,1.58,0.62,0.77,0.24,134.56
1318,0.02,1.01,0.79,0.83,0.63,189.0
1319,0.0,1.0,0.69,0.77,0.16,6.0
1320,0.0,1.0,0.75,0.75,0.25,1.0
1322,0.48,1.31,0.68,0.78,0.42,163.5
1323,0.0,1.0,0.59,0.68,0.31,10.0
1324,0.82,2.17,0.68,0.92,0.28,71.6
1325,0.66,1.36,0.82,0.92,0.47,48.33
1326,0.0,1.0,0.78,0.78,0.6,4.0
1328,0.02,1.01,0.79,0.82,0.68,168.0
1331,0.26,1.19,0.8,0.86,0.51,115.2
1332,0.62,1.63,0.7,0.85,0.27,68.17
1333,0.48,1.3,0.77,0.85,0.53,128.5
1334,0.53,1.22,0.8,0.87,0.42,55.0
1335,0.77,1.78,0.53,0.72,0.19,95.42
1336,0.57,1.58,0.64,0.79,0.3,69.76
1338,0.0,1.0,0.56,0.58,0.32,11.0
1339,0.0,1.0,0.58,0.73,0.24,8.0
1340,0.2,1.01,0.65,0.72,0.24,82.33
1342,0.0,1.0,0.54,0.69,0.14,5.0
1343,0.75,1.87,0.66,0.87,0.31,63.8
1344,0.0,1.0,0.6,0.72,0.23,31.0
1347,0.85,2.41,0.61,0.9,0.21,60.75
1348,0.0,1.0,0.86,0.86,0.07,1.0
1351,0.56,1.48,0.75,0.87,0.4,126.17
1352,0.4,1.19,0.77,0.82,0.42,173.5
1353,0.62,1.78,0.63,0.8,0.24,101.42
1355,0.84,1.18,0.75,0.81,0.2,37.0
1356,0.65,1.68,0.57,0.73,0.21,129.71
1359,0.58,1.5,0.65,0.79,0.33,238.2
1360,0.0,1.0,0.64,0.71,0.12,2.0
1362,0.55,1.46,0.56,0.7,0.14,33.3
1364,0.73,1.96,0.58,0.77,0.2,226.0
1365,0.56,1.33,0.72,0.81,0.24,68.0
1367,0.0,1.0,0.5,0.5,0.5,1.0
1368,0.54,1.42,0.64,0.77,0.22,46.0
1369,0.51,1.03,0.73,0.77,0.24,50.0
1372,0.0,1.0,0.65,0.69,0.44,98.0
1373,0.0,1.0,0.55,0.63,0.23,105.0
1374,0.71,1.49,0.64,0.77,0.24,123.5
1375,0.0,1.0,0.64,0.74,0.1,3.0
1376,0.77,1.6,0.77,0.93,0.33,77.91
1377,0.34,1.23,0.61,0.71,0.29,48.82
1378,0.23,1.07,0.6,0.68,0.25,94.0
1379,0.0,1.0,1.0,1.0,1.0,1.0
1380,0.0,1.0,0.44,0.5,0.31,3.0
1381,0.0,1.0,0.57,0.84,0.14,4.0
1382,0.52,1.14,0.84,0.89,0.53,27.57
1383,0.62,1.5,0.61,0.75,0.23,81.62
1386,0.66,1.67,0.74,0.9,0.36,95.75
1388,0.86,2.06,0.58,0.79,0.22,89.58
1390,0.82,2.17,0.65,0.9,0.2,45.04
1392,0.02,1.01,0.78,0.8,0.67,242.0
1395,0.73,1.71,0.58,0.79,0.24,113.17
1396,0.52,1.33,0.69,0.78,0.35,95.14
1400,0.04,1.01,0.71,0.75,0.39,95.67
1401,0.0,1.0,0.45,0.64,0.12,39.0
1403,0.4,1.29,0.78,0.87,0.52,140.8
1405,0.0,1.0,0.6,0.67,0.17,204.0
1406,0.54,1.4,0.62,0.75,0.29,200.2
1407,0.0,1.0,0.77,0.77,0.12,15.0
1410,0.45,1.27,0.81,0.88,0.47,68.11
1413,0.0,1.0,1.0,1.0,1.0,4.0
1414,0.0,1.0,0.52,0.69,0.4,10.0
1416,0.62,1.45,0.68,0.81,0.42,272.0
1417,0.0,1.0,0.52,0.62,0.16,5.0
1419,0.01,1.0,0.83,0.85,0.75,118.0
1421,0.65,1.63,0.73,0.88,0.34,60.6
1422,0.4,1.25,0.65,0.72,0.31,362.5
1423,0.18,1.05,0.76,0.81,0.52,107.8
1425,0.0,1.0,0.58,0.72,0.22,30.0
1426,0.55,1.58,0.67,0.82,0.26,72.47
1428,0.0,1.0,0.66,0.83,0.07,2.0
1430,0.71,1.9,0.61,0.84,0.31,137.12
1431,0.42,1.12,0.83,0.86,0.51,60.33
1432,0.39,1.18,0.62,0.7,0.29,144.25
1435,0.0,1.0,0.57,0.64,0.21,13.0
1437,0.0,1.0,0.81,0.84,0.71,96.0
1438,0.77,1.88,0.69,0.87,0.24,56.67
1440,0.03,1.02,0.8,0.83,0.65,218.5
1443,0.61,1.43,0.81,0.93,0.52,82.5
1446,0.0,1.0,0.57,0.65,0.06,2.0
1447,0.0,1.0,0.6,0.67,0.22,36.0
1448,0.56,1.51,0.66,0.81,0.35,86.22
1449,0.51,1.34,0.74,0.85,0.43,133.93
1450,0.0,1.0,0.7,0.75,0.26,19.0
1452,0.73,1.75,0.73,0.9,0.35,110.0
1454,0.56,1.58,0.72,0.88,0.39,123.57
1455,0.01,1.01,0.58,0.66,0.18,90.0
1458,0.0,1.0,0.74,0.77,0.54,237.0
1459,0.31,1.07,0.72,0.77,0.39,97.92
1462,0.3,1.05,0.75,0.8,0.5,135.86
1463,0.0,1.0,0.45,0.57,0.33,3.0
1466,0.0,1.0,0.7,0.73,0.56,11.0
1468,0.78,1.82,0.68,0.85,0.29,88.67
1469,0.0,1.0,0.8,0.84,0.69,79.0
1471,0.61,1.58,0.56,0.71,0.19,123.62
1472,0.53,1.43,0.61,0.73,0.29,179.29
1474,0.69,1.44,0.79,0.91,0.35,45.5
1476,0.57,1.39,0.64,0.75,0.23,73.17
1477,0.0,1.0,0.67,0.77,0.15,10.0
1479,0.79,1.82,0.68,0.85,0.19,39.71
1480,0.79,2.11,0.57,0.77,0.21,190.4
1481,0.0,1.0,0.61,0.67,0.43,29.0
1484,0.29,1.11,0.65,0.69,0.3,64.67
1485,0.0,1.0,0.61,0.71,0.19,88.0
1487,0.0,1.0,0.45,0.47,0.12,3.0
1489,0.0,1.0,1.0,1.0,1.0,1.0
1490,0.0,1.0,1.0,1.0,1.0,1.0
1491,0.0,1.0,0.58,0.61,0.4,8.0
1492,0.44,1.34,0.61,0.78,0.28,32.75
1493,0.65,1.43,0.68,0.8,0.26,127.5
1495,0.0,1.0,0.46,0.68,0.11,25.0
1497,0.45,1.14,0.74,0.8,0.4,75.25
1499,0.64,1.48,0.8,0.91,0.38,72.88
1500,0.65,1.67,0.69,0.87,0.32,69.0
1501,0.33,1.19,0.67,0.74,0.27,89.6
1503,0.81,2.19,0.63,0.86,0.23,114.0
1505,0.72,1.41,0.66,0.78,0.25,186.0
1507,0.69,1.78,0.6,0.76,0.23,350.07
1509,0.6,1.31,0.66,0.81,0.3,105.0
1510,0.0,1.0,0.6,0.66,0.23,27.0
1511,0.1,1.0,0.67,0.75,0.36,136.0
1512,0.61,1.44,0.73,0.84,0.25,56.31
1514,0.0,1.0,0.46,0.6,0.19,8.0
1515,0.69,1.76,0.71,0.86,0.37,95.78
1516,0.53,1.48,0.68,0.82,0.31,78.5
1517,0.0,1.0,0.73,0.78,0.41,14.0
1519,0.25,1.06,0.74,0.79,0.45,69.5
1520,0.14,1.04,0.87,0.88,0.68,42.5
1521,0.4,1.32,0.72,0.81,0.44,104.11
1523,0.59,1.53,0.57,0.73,0.23,311.22
1524,0.71,1.7,0.65,0.84,0.22,49.14
1527,0.0,1.0,0.6,0.64,0.3,4.0
1528,0.0,1.0,0.62,0.7,0.17,3.0
1529,0.0,1.0,0.65,0.75,0.09,13.0
1531,0.27,1.11,0.72,0.79,0.46,170.67
1533,0.77,1.99,0.65,0.87,0.28,109.08
1536,0.66,1.39,0.81,0.92,0.44,80.33
1537,0.0,1.0,0.84,0.86,0.72,124.0
1539,0.67,1.72,0.64,0.81,0.22,42.4
1540,0.0,1.0,0.61,0.66,0.26,26.0
1541,0.36,1.19,0.63,0.71,0.25,115.5
1544,0.0,1.0,0.76,0.79,0.62,160.0
1545,0.77,1.75,0.72,0.9,0.35,80.43
1546,0.21,1.11,0.72,0.78,0.42,198.5
1550,0.34,1.2,0.77,0.85,0.57,83.67
1551,0.0,1.0,0.54,0.63,0.12,4.0
1552,0.0,1.0,0.74,0.78,0.67,32.0
1554,0.69,1.63,0.71,0.88,0.4,117.0
1555,0.08,1.03,0.72,0.75,0.46,101.4
1557,0.28,1.12,0.68,0.75,0.37,102.2
1558,0.67,1.86,0.58,0.78,0.23,65.68
1559,0.0,1.0,1.0,1.0,1.0,1.0
1560,0.29,1.12,0.64,0.74,0.2,26.45
1562,0.43,1.2,0.65,0.73,0.27,187.5
1563,0.53,1.39,0.62,0.72,0.25,129.11
1565,0.0,1.0,0.49,0.7,0.21,5.0
1566,0.4,1.1,0.56,0.65,0.18,75.67
1567,0.68,1.71,0.7,0.87,0.32,51.38
1568,0.0,1.0,0.55,0.64,0.31,84.0
1569,0.55,1.5,0.57,0.7,0.25,397.2
1572,0.0,1.0,0.57,0.66,0.19,4.0
1573,0.69,1.63,0.66,0.81,0.36,137.5
1576,0.0,1.0,0.64,0.64,0.21,3.0
1577,0.83,2.17,0.67,0.92,0.22,47.83
1578,0.8,1.69,0.69,0.87,0.33,81.25
1580,0.0,1.0,0.68,0.68,0.21,24.0
1581,0.76,1.61,0.63,0.8,0.3,37.57
1582,0.28,1.07,0.77,0.81,0.43,200.33
1584,0.04,1.0,0.66,0.72,0.26,114.5
1585,0.71,1.71,0.66,0.84,0.27,60.67
1586,0.18,1.1,0.7,0.74,0.42,269.71
1588,0.71,1.7,0.62,0.8,0.23,86.0
1589,0.66,1.48,0.67,0.8,0.32,74.0
1592,0.8,2.28,0.54,0.8,0.17,14.23
1593,0.62,1.51,0.77,0.89,0.48,121.75
1596,0.0,1.0,0.56,0.68,0.12,47.0
1597,0.71,1.81,0.67,0.84,0.22,120.08
1599,0.68,1.57,0.56,0.73,0.22,283.75
1602,0.0,1.0,0.43,0.63,0.21,4.0
1603,0.0,1.0,0.46,0.61,0.15,28.0
1604,0.0,1.0,1.0,1.0,1.0,1.0
1605,0.34,1.2,0.64,0.7,0.3,228.67
1606,0.0,1.0,0.87,0.87,0.75,54.0
1608,0.0,1.0,0.43,0.62,0.17,5.0
1609,0.66,1.59,0.6,0.77,0.19,53.33
1611,0.66,1.55,0.55,0.7,0.16,87.75
1612,0.0,1.0,0.53,0.54,0.26,3.0
1614,0.0,1.0,0.78,0.89,0.11,1.0
1616,0.68,1.72,0.68,0.84,0.31,83.84
1617,0.68,1.63,0.57,0.73,0.25,46.77
1619,0.78,2.0,0.57,0.78,0.2,89.74
1620,0.0,1.0,0.65,0.69,0.15,14.0
1621,0.63,1.21,0.79,0.86,0.34,29.58
1623,0.58,1.58,0.67,0.83,0.35,141.5
1628,0.0,1.0,0.54,0.58,0.26,16.0
1629,0.37,1.15,0.81,0.85,0.46,88.67
1630,0.0,1.0,0.75,0.79,0.59,86.0
1631,0.22,1.07,0.62,0.73,0.39,165.25
1632,0.0,1.0,0.57,0.62,0.24,20.0
1633,0.53,1.33,0.73,0.84,0.4,98.4
1636,0.71,1.55,0.67,0.83,0.38,76.0
1637,0.7,1.59,0.75,0.88,0.39,333.0
1638,0.0,1.0,0.79,0.81,0.65,136.0
1639,0.71,1.41,0.73,0.83,0.24,67.29
1640,0.25,1.11,0.66,0.73,0.33,84.0
1641,0.0,1.0,0.67,0.67,0.33,1.0
1642,0.0,1.0,0.75,0.75,0.4,2.0
1645,0.31,1.05,0.77,0.81,0.49,152.5
1646,0.0,1.0,0.5,0.75,0.25,1.0
1647,0.0,1.0,0.59,0.66,0.21,6.0
1648,0.76,1.63,0.7,0.84,0.3,65.55
1649,0.31,1.14,0.63,0.71,0.28,91.5
1651,0.01,1.0,0.74,0.79,0.56,171.0
1652,0.0,1.0,0.4,0.6,0.1,4.0
1653,0.76,1.9,0.68,0.88,0.25,76.5
1654,0.57,1.43,0.66,0.77,0.3,157.44
1655,0.49,1.36,0.87,0.99,0.52,47.44
1656,0.76,1.86,0.62,0.82,0.24,89.41
1657,0.71,1.77,0.58,0.76,0.23,108.48
1660,0.0,1.0,0.75,0.78,0.5,67.0
1661,0.0,1.0,0.88,0.89,0.77,131.0
1663,0.0,1.0,0.42,0.58,0.4,2.0
1665,0.0,1.0,0.69,0.77,0.41,264.0
1666,0.0,1.0,0.8,0.81,0.6,39.0
1670,0.5,1.33,0.62,0.73,0.31,283.0
1671,0.7,1.89,0.68,0.89,0.38,148.45
1672,0.0,1.0,0.6,0.61,0.56,12.0
1673,0.0,1.0,0.52,0.62,0.17,3.0
1675,0.0,1.0,0.47,0.6,0.16,20.0
1676,0.25,1.01,0.86,0.87,0.49,60.5
1677,0.61,1.83,0.58,0.78,0.25,308.44
1679,0.54,1.33,0.74,0.84,0.4,77.4
1681,0.0,1.0,0.86,0.86,0.79,140.0
1682,0.85,1.65,0.73,0.87,0.22,39.89
1683,0.8,1.8,0.69,0.88,0.32,87.07
1686,0.0,1.0,1.0,1.0,1.0,1.0
1687,0.64,1.66,0.69,0.86,0.35,91.74
1689,0.79,1.72,0.71,0.87,0.29,107.29
1690,0.83,2.15,0.63,0.87,0.24,108.0
1694,0.7,1.86,0.6,0.8,0.25,249.78
1696,0.7,1.47,0.75,0.87,0.35,79.8
1697,0.0,1.0,0.73,0.75,0.5,54.0
1699,0.02,1.0,0.76,0.79,0.6,141.0
1700,0.58,1.7,0.59,0.77,0.26,106.6
1701,0.34,1.19,0.66,0.75,0.34,107.0
1703,0.82,2.51,0.57,0.87,0.21,41.59
1706,0.66,1.58,0.57,0.68,0.17,67.8
1707,0.0,1.0,1.0,1.0,1.0,1.0
1708,0.0,1.0,0.47,0.62,0.13,130.0
1709,0.59,1.52,0.58,0.72,0.24,152.5
1711,0.0,1.0,0.4,0.6,0.4,1.0
1712,0.6,1.42,0.67,0.78,0.32,91.67
1713,0.59,1.5,0.67,0.8,0.35,217.6
1714,0.79,1.42,0.64,0.77,0.21,117.43
1716,0.0,1.0,1.0,1.0,1.0,1.0
1717,0.0,1.0,0.6,0.9,0.1,1.0
1719,0.0,1.0,0.5,0.75,0.25,1.0
1720,0.35,1.21,0.62,0.71,0.21,110.2
1721,0.0,1.0,0.78,0.8,0.6,328.0
1723,0.0,1.0,1.0,1.0,1.0,1.0
1724,0.0,1.0,0.43,0.57,0.14,1.0
1726,0.39,1.33,0.67,0.78,0.35,81.75
1727,0.62,1.33,0.64,0.74,0.22,70.71
1728,0.0,1.0,0.45,0.64,0.12,42.0
1730,0.0,1.0,1.0,1.0,1.0,4.0
1731,0.0,1.0,0.61,0.68,0.39,50.0
1734,0.55,1.33,0.57,0.69,0.31,137.67
1735,0.23,1.14,0.72,0.78,0.48,200.2
1736,0.0,1.0,0.59,0.67,0.32,242.0
1737,0.66,1.67,0.66,0.81,0.33,70.1
1739,0.65,1.46,0.67,0.84,0.41,36.5
1740,0.58,1.38,0.73,0.85,0.36,72.6
1742,0.79,1.94,0.64,0.83,0.24,49.14
1745,0.69,1.84,0.63,0.83,0.28,59.0
1746,0.8,1.88,0.66,0.86,0.24,13.78
1747,0.57,1.27,0.68,0.77,0.27,46.17
1748,0.76,1.58,0.6,0.76,0.24,94.0
1749,0.06,1.02,0.71,0.76,0.55,103.0
1752,0.7,1.53,0.71,0.86,0.35,121.75
1754,0.0,1.0,0.49,0.6,0.22,7.0
1755,0.0,1.0,0.61,0.69,0.29,26.0
1756,0.55,1.36,0.73,0.84,0.41,147.8
1758,0.0,1.0,0.51,0.64,0.18,18.0
1762,0.61,1.49,0.72,0.84,0.38,202.0
1763,0.0,1.0,0.59,0.63,0.44,21.0
1764,0.0,1.0,0.64,0.88,0.12,2.0
1765,0.7,1.53,0.74,0.86,0.37,83.0
1766,0.81,1.83,0.69,0.86,0.25,55.29
1767,0.58,1.49,0.69,0.82,0.3,48.43
1768,0.0,1.0,0.79,0.82,0.64,71.0
1769,0.0,1.0,0.64,0.72,0.3,19.0
1771,0.5,1.21,0.76,0.83,0.44,93.6
1773,0.0,1.0,1.0,1.0,1.0,1.0
1776,0.45,1.43,0.66,0.8,0.36,43.5
1779,0.42,1.31,0.67,0.79,0.34,56.3
1781,0.71,1.7,0.69,0.85,0.34,69.0
1782,0.86,1.8,0.61,0.78,0.21,38.6
1784,0.52,1.38,0.65,0.76,0.28,118.43
1786,0.84,2.18,0.68,0.9,0.27,131.4
1787,0.64,1.44,0.68,0.81,0.33,71.0
1788,0.46,1.38,0.74,0.84,0.35,162.5
1790,0.42,1.22,0.68,0.77,0.41,239.5
1791,0.34,1.2,0.44,0.61,0.14,19.75
1792,0.57,1.28,0.8,0.87,0.45,112.0
1793,0.0,1.0,0.75,0.79,0.64,97.0
1794,0.71,1.93,0.64,0.82,0.23,59.33
1795,0.56,1.41,0.7,0.83,0.34,85.67
1797,0.85,2.07,0.62,0.83,0.2,121.5
1800,0.73,1.68,0.57,0.69,0.16,78.5
1801,0.73,1.9,0.69,0.88,0.27,59.12
1803,0.71,1.65,0.7,0.85,0.28,90.0
1804,0.58,1.31,0.57,0.68,0.2,80.25
1805,0.0,1.0,0.43,0.57,0.2,5.0
1807,0.55,1.35,0.64,0.74,0.35,172.57
1808,0.07,1.04,0.72,0.76,0.37,134.33
1812,0.53,1.41,0.7,0.79,0.37,201.6
1813,0.0,1.0,0.57,0.79,0.11,35.0
1814,0.64,1.45,0.67,0.79,0.39,120.0
1815,0.16,1.08,0.72,0.77,0.48,183.0
1816,0.76,1.75,0.69,0.87,0.3,175.6
1817,0.41,1.14,0.71,0.77,0.4,126.83
1821,0.67,1.68,0.66,0.83,0.26,72.23
1822,0.26,1.08,0.6,0.7,0.22,71.67
1823,0.6,1.5,0.6,0.75,0.23,86.5
1824,0.02,1.01,0.88,0.9,0.76,59.5
1827,0.48,1.33,0.72,0.82,0.39,125.0
1828,0.0,1.0,0.65,0.73,0.09,7.0
1829,0.66,1.39,0.75,0.87,0.34,96.25
1830,0.73,1.85,0.72,0.9,0.36,108.75
1831,0.66,1.55,0.74,0.87,0.3,98.33
1834,0.0,1.0,0.39,0.55,0.15,2.0
1835,0.73,1.79,0.68,0.86,0.26,114.5
1837,0.82,2.13,0.62,0.85,0.25,72.56
1838,0.0,1.0,0.59,0.73,0.27,254.0
1839,0.0,1.0,1.0,1.0,1.0,1.0
1841,0.34,1.32,0.74,0.84,0.36,63.67
1842,0.67,1.68,0.62,0.77,0.23,87.11
1843,0.73,1.7,0.67,0.86,0.34,64.08
1845,0.0,1.0,0.49,0.85,0.09,2.0
1847,0.48,1.38,0.72,0.84,0.37,79.5
1848,0.3,1.16,0.62,0.66,0.21,35.5
1850,0.68,1.73,0.64,0.8,0.22,113.4
1851,0.76,1.84,0.61,0.79,0.22,142.11
1853,0.77,1.78,0.73,0.9,0.29,94.88
1855,0.66,1.74,0.65,0.84,0.29,54.73
1856,0.68,1.52,0.73,0.88,0.32,43.5
1857,0.38,1.19,0.8,0.84,0.38,39.67
1859,0.01,1.01,0.75,0.78,0.56,95.0
1861,0.38,1.11,0.77,0.83,0.43,78.5
1864,0.0,1.0,0.71,0.74,0.53,247.0
1865,0.75,1.85,0.57,0.75,0.23,206.2
1869,0.29,1.15,0.6,0.69,0.28,183.0
1871,0.08,1.04,0.82,0.88,0.76,26.0
1873,0.66,1.57,0.71,0.84,0.29,74.85
1874,0.62,1.57,0.69,0.82,0.36,110.85
1876,0.0,1.0,0.61,0.86,0.32,6.0
1877,0.0,1.0,1.0,1.0,1.0,1.0
1880,0.72,1.79,0.66,0.85,0.31,78.43
1881,0.81,2.19,0.6,0.82,0.18,93.58
1882,0.15,1.06,0.6,0.71,0.19,50.91
1883,0.36,1.26,0.58,0.7,0.25,24.3
1886,0.69,1.82,0.54,0.74,0.22,66.56
1887,0.73,1.72,0.73,0.9,0.35,82.43
1890,0.8,1.8,0.72,0.89,0.37,91.33
1891,0.81,1.98,0.66,0.88,0.26,89.14
1892,0.65,1.57,0.67,0.84,0.34,75.17
1895,0.7,1.61,0.7,0.84,0.33,113.46
1897,0.0,1.0,0.77,0.81,0.72,15.0
1898,0.04,1.02,0.74,0.79,0.53,120.5
1900,0.0,1.0,0.46,0.51,0.14,5.0
1901,0.0,1.0,0.6,0.69,0.34,228.0
1902,0.31,1.17,0.53,0.66,0.17,41.0
1904,0.0,1.0,0.39,0.64,0.18,2.0
1905,0.67,1.21,0.68,0.74,0.38,47.75
1906,0.0,1.0,0.92,0.92,0.71,4.0
1908,0.48,1.33,0.72,0.84,0.47,149.75
1909,0.0,1.0,0.45,0.63,0.29,5.0
1911,0.77,2.11,0.6,0.84,0.21,90.86
1913,0.0,1.0,0.55,0.64,0.28,180.0
1914,0.19,1.1,0.73,0.78,0.55,168.25
1916,0.68,1.45,0.73,0.84,0.32,116.89
1917,0.61,1.65,0.66,0.83,0.31,209.77
1918,0.0,1.0,0.58,0.68,0.14,66.0
1921,0.0,1.0,0.41,0.61,0.14,7.0
