idx,spf,ppd,upc,uppcc,apt,deg
544,0.0,1.0,1.0,1.0,1.0,1.0
545,0.0,1.0,0.52,0.6,0.36,21.0
546,0.6,1.3,0.74,0.83,0.4,65.0
549,0.73,1.55,0.72,0.86,0.35,147.3
550,0.82,2.12,0.62,0.86,0.25,66.0
553,0.62,1.28,0.77,0.87,0.42,98.33
554,0.0,1.0,0.37,0.51,0.19,8.0
555,0.22,1.12,0.63,0.67,0.38,18.5
556,0.0,1.0,1.0,1.0,1.0,1.0
558,0.55,1.48,0.71,0.84,0.36,96.54
559,0.0,1.0,1.0,1.0,1.0,1.0
562,0.13,1.07,0.59,0.68,0.29,71.0
563,0.42,1.24,0.76,0.84,0.33,66.29
564,0.57,1.46,0.73,0.84,0.4,127.38
565,0.0,1.0,1.0,1.0,1.0,1.0
567,0.78,1.43,0.75,0.87,0.24,43.5
568,0.0,1.0,1.0,1.0,1.0,1.0
570,0.0,1.0,0.55,0.65,0.18,29.0
571,0.0,1.0,0.89,0.91,0.38,9.0
573,0.0,1.0,0.23,0.45,0.05,1.0
574,0.14,1.07,0.61,0.72,0.18,63.0
575,0.61,1.49,0.73,0.87,0.4,79.88
576,0.84,2.13,0.62,0.87,0.25,119.39
578,0.71,1.52,0.75,0.89,0.39,120.8
579,0.84,2.6,0.54,0.87,0.18,24.31
582,0.8,1.95,0.59,0.81,0.21,42.36
583,0.0,1.0,0.57,0.71,0.07,1.0
584,0.58,1.34,0.63,0.77,0.27,32.27
586,0.53,1.32,0.75,0.84,0.35,40.52
590,0.0,1.0,0.42,0.52,0.18,19.0
591,0.0,1.0,0.45,0.66,0.14,11.0
593,0.6,1.34,0.64,0.75,0.3,69.6
596,0.06,1.01,0.58,0.71,0.19,53.0
599,0.72,1.84,0.68,0.87,0.29,76.0
600,0.36,1.09,0.71,0.77,0.32,70.2
602,0.62,1.29,0.79,0.86,0.32,29.5
604,0.73,1.65,0.56,0.72,0.14,19.3
605,0.0,1.0,0.33,0.33,0.33,1.0
607,0.0,1.0,0.54,0.65,0.13,12.0
610,0.68,1.45,0.7,0.82,0.31,110.0
611,0.73,1.86,0.68,0.86,0.3,80.25
612,0.34,1.26,0.56,0.68,0.22,80.44
613,0.69,1.71,0.63,0.82,0.32,185.17
616,0.0,1.0,0.69,0.77,0.11,4.0
617,0.0,1.0,0.69,0.81,0.19,5.0
618,0.76,1.37,0.68,0.8,0.29,58.17
619,0.52,1.32,0.72,0.8,0.31,108.38
620,0.0,1.0,1.0,1.0,1.0,3.0
621,0.5,1.43,0.68,0.8,0.27,67.45
622,0.0,1.0,0.86,0.86,0.14,1.0
624,0.67,1.7,0.68,0.86,0.34,129.82
625,0.73,1.58,0.7,0.84,0.29,66.75
626,0.49,1.28,0.61,0.73,0.29,30.25
630,0.77,1.97,0.6,0.83,0.22,35.97
631,0.5,1.52,0.7,0.84,0.36,95.89
632,0.19,1.11,0.75,0.81,0.51,148.25
633,0.63,1.62,0.73,0.9,0.44,113.33
636,0.71,1.56,0.65,0.8,0.3,154.83
638,0.59,1.37,0.65,0.75,0.27,34.86
639,0.4,1.25,0.57,0.68,0.28,22.5
640,0.44,1.3,0.74,0.84,0.39,69.12
641,0.79,1.82,0.6,0.79,0.22,150.11
642,0.68,1.66,0.65,0.83,0.32,243.44
644,0.28,1.1,0.85,0.89,0.66,153.33
646,0.84,1.79,0.63,0.83,0.24,18.83
647,0.54,1.51,0.72,0.85,0.36,161.0
648,0.76,1.51,0.77,0.88,0.28,36.69
650,0.46,1.18,0.76,0.84,0.33,81.25
651,0.6,1.32,0.69,0.8,0.33,140.0
652,0.78,1.81,0.72,0.92,0.25,45.25
654,0.0,1.0,0.49,0.64,0.2,4.0
655,0.0,1.0,0.48,0.62,0.11,9.0
657,0.0,1.0,1.0,1.0,1.0,1.0
659,0.72,1.65,0.68,0.83,0.17,54.67
660,0.63,1.67,0.75,0.91,0.36,93.08
662,0.25,1.12,0.58,0.66,0.26,27.43
663,0.0,1.0,0.64,0.69,0.14,29.0
665,0.05,1.03,0.64,0.71,0.4,18.5
666,0.48,1.17,0.73,0.8,0.35,94.5
667,0.65,1.53,0.74,0.88,0.32,46.55
668,0.58,1.25,0.84,0.89,0.43,68.5
669,0.56,1.27,0.6,0.72,0.22,48.83
670,0.56,1.67,0.69,0.86,0.31,115.67
672,0.86,2.15,0.64,0.88,0.2,56.36
673,0.4,1.11,0.82,0.86,0.49,97.86
674,0.67,1.24,0.63,0.76,0.29,94.62
676,0.49,1.33,0.78,0.88,0.55,138.75
677,0.47,1.24,0.64,0.75,0.3,81.5
679,0.65,1.47,0.59,0.75,0.22,26.1
681,0.76,1.76,0.71,0.88,0.29,77.56
682,0.0,1.0,0.54,0.69,0.17,37.0
684,0.63,1.61,0.68,0.85,0.31,70.47
685,0.43,1.26,0.74,0.83,0.49,156.0
687,0.78,1.69,0.62,0.79,0.21,119.93
691,0.03,1.01,0.58,0.69,0.33,38.5
692,0.0,1.0,0.43,0.65,0.17,9.0
693,0.5,1.43,0.52,0.69,0.19,44.46
695,0.83,2.14,0.62,0.87,0.23,76.78
696,0.75,1.87,0.57,0.77,0.22,113.08
697,0.69,1.71,0.72,0.88,0.31,108.33
700,0.59,1.5,0.7,0.83,0.36,179.6
701,0.5,1.32,0.58,0.72,0.3,54.67
703,0.0,1.0,1.0,1.0,1.0,1.0
704,0.0,1.0,0.5,0.75,0.33,3.0
705,0.72,2.06,0.59,0.83,0.25,108.08
706,0.25,1.11,0.57,0.66,0.3,22.67
709,0.08,1.04,0.86,0.88,0.72,102.0
711,0.0,1.0,0.58,0.66,0.2,3.0
713,0.8,2.13,0.59,0.86,0.21,23.12
714,0.56,1.17,0.8,0.86,0.45,208.67
716,0.0,1.0,0.54,0.59,0.21,7.0
719,0.69,1.92,0.66,0.87,0.31,152.7
720,0.45,1.24,0.76,0.85,0.53,127.5
721,0.78,1.69,0.72,0.89,0.26,46.82
722,0.76,1.95,0.61,0.87,0.24,31.72
724,0.48,1.34,0.65,0.78,0.27,34.75
725,0.63,1.34,0.71,0.81,0.38,96.33
726,0.03,1.02,0.61,0.7,0.22,187.33
729,0.87,2.15,0.56,0.82,0.18,27.52
731,0.0,1.0,0.79,0.88,0.81,6.0
732,0.64,1.46,0.72,0.86,0.26,79.06
733,0.58,1.38,0.6,0.72,0.24,17.44
735,0.75,1.87,0.65,0.85,0.29,204.31
736,0.6,1.31,0.67,0.78,0.31,113.67
737,0.58,1.44,0.71,0.81,0.37,158.62
740,0.52,1.22,0.84,0.9,0.49,132.0
741,0.72,1.44,0.7,0.82,0.24,47.67
742,0.81,1.84,0.7,0.89,0.32,156.0
743,0.27,1.03,0.59,0.68,0.2,47.0
744,0.0,1.0,0.8,0.8,0.2,1.0
745,0.0,1.0,0.57,0.71,0.38,4.0
746,0.0,1.0,0.43,0.64,0.24,4.0
747,0.2,1.15,0.69,0.76,0.38,120.67
748,0.55,1.42,0.82,0.92,0.49,191.67
752,0.71,1.77,0.58,0.76,0.19,76.35
753,0.0,1.0,0.33,0.33,0.33,1.0
754,0.71,1.85,0.6,0.82,0.26,111.96
755,0.0,1.0,0.75,0.86,0.29,4.0
757,0.2,1.16,0.78,0.84,0.37,67.8
758,0.32,1.19,0.49,0.71,0.17,9.5
759,0.74,1.5,0.74,0.88,0.34,108.57
760,0.77,1.74,0.66,0.84,0.27,200.42
761,0.0,1.0,1.0,1.0,1.0,1.0
763,0.55,1.27,0.77,0.86,0.4,89.0
764,0.55,1.52,0.73,0.87,0.39,95.0
765,0.61,1.7,0.6,0.79,0.21,79.2
767,0.0,1.0,0.53,0.71,0.14,3.0
768,0.79,2.38,0.58,0.85,0.2,58.44
769,0.59,1.57,0.69,0.85,0.38,108.0
771,0.39,1.27,0.69,0.81,0.4,208.33
772,0.0,1.0,0.6,0.7,0.19,112.0
773,0.72,1.86,0.66,0.86,0.31,116.0
774,0.0,1.0,0.59,0.85,0.08,2.0
776,0.73,1.68,0.61,0.78,0.24,84.88
777,0.06,1.03,0.6,0.76,0.1,32.67
778,0.79,2.21,0.58,0.86,0.23,37.21
781,0.0,1.0,0.88,0.89,0.83,136.0
783,0.35,1.16,0.67,0.76,0.33,90.17
786,0.86,2.65,0.44,0.77,0.17,21.0
787,0.88,2.5,0.58,0.86,0.19,77.87
788,0.0,1.0,0.85,0.85,0.36,3.0
789,0.0,1.0,0.87,0.91,0.76,29.0
792,0.71,1.36,0.66,0.77,0.23,158.0
795,0.62,1.6,0.59,0.74,0.26,311.33
797,0.65,1.66,0.7,0.87,0.36,114.75
799,0.0,1.0,0.57,0.66,0.18,52.0
801,0.59,1.36,0.71,0.84,0.38,64.5
803,0.76,1.79,0.69,0.89,0.29,48.96
805,0.0,1.0,0.38,0.69,0.08,1.0
806,0.0,1.0,0.6,0.73,0.12,25.0
808,0.0,1.0,0.61,0.7,0.32,71.0
810,0.69,1.54,0.63,0.78,0.26,135.6
811,0.0,1.0,0.8,0.8,0.2,1.0
812,0.39,1.27,0.69,0.76,0.34,80.69
813,0.6,1.37,0.73,0.83,0.4,113.88
814,0.74,1.71,0.69,0.88,0.29,66.0
816,0.7,1.73,0.69,0.89,0.33,36.6
818,0.0,1.0,0.64,0.79,0.14,7.0
820,0.0,1.0,0.62,0.73,0.25,15.0
821,0.0,1.0,0.49,0.54,0.27,30.0
824,0.75,2.01,0.61,0.83,0.3,368.0
826,0.0,1.0,0.64,0.74,0.12,17.0
827,0.25,1.13,0.52,0.71,0.14,56.43
828,0.57,1.5,0.72,0.85,0.39,76.38
829,0.48,1.25,0.78,0.87,0.33,53.5
831,0.63,1.44,0.79,0.91,0.4,53.25
832,0.0,1.0,0.81,0.83,0.62,154.0
833,0.0,1.0,0.67,0.83,0.5,2.0
834,0.0,1.0,1.0,1.0,1.0,1.0
835,0.89,2.39,0.61,0.91,0.2,67.0
836,0.72,1.77,0.7,0.87,0.3,68.44
837,0.0,1.0,0.52,0.74,0.1,16.0
838,0.0,1.0,0.48,0.71,0.12,11.0
841,0.59,1.14,0.8,0.84,0.35,44.83
843,0.77,1.91,0.57,0.78,0.21,75.94
844,0.61,1.35,0.65,0.79,0.27,43.38
845,0.79,1.98,0.61,0.85,0.2,32.36
