idx,spf,ppd,upc,uppcc,apt,deg
846,0.0,1.0,0.6,0.73,0.1,5.0
850,0.52,1.39,0.72,0.84,0.3,93.4
851,0.25,1.14,0.62,0.71,0.29,60.5
852,0.0,1.0,0.69,0.79,0.09,19.0
856,0.0,1.0,0.64,0.69,0.54,76.0
857,0.38,1.15,0.5,0.63,0.17,11.5
858,0.26,1.08,0.68,0.75,0.28,40.33
859,0.76,1.81,0.6,0.8,0.26,138.47
860,0.68,1.59,0.6,0.73,0.2,37.1
863,0.0,1.0,0.79,0.81,0.07,3.0
865,0.0,1.0,0.79,0.81,0.66,136.0
866,0.81,2.19,0.63,0.87,0.22,158.29
868,0.47,1.24,0.79,0.88,0.42,111.5
869,0.78,1.57,0.54,0.68,0.11,22.75
872,0.24,1.14,0.69,0.76,0.43,466.5
873,0.51,1.6,0.65,0.81,0.27,96.38
875,0.0,1.0,0.62,0.91,0.11,2.0
877,0.66,1.62,0.68,0.84,0.28,63.33
878,0.85,2.42,0.5,0.81,0.14,31.13
879,0.88,2.34,0.61,0.9,0.21,122.0
883,0.0,1.0,0.56,0.61,0.29,3.0
886,0.0,1.0,0.71,0.79,0.07,1.0
888,0.78,1.92,0.7,0.88,0.26,68.46
889,0.63,1.32,0.71,0.83,0.42,70.33
890,0.05,1.03,0.53,0.63,0.3,59.5
895,0.7,1.53,0.81,0.94,0.38,63.22
896,0.0,1.0,1.0,1.0,1.0,1.0
898,0.63,1.74,0.52,0.75,0.22,25.5
899,0.54,1.42,0.74,0.84,0.38,100.27
900,0.74,1.95,0.67,0.87,0.23,87.61
903,0.0,1.0,1.0,1.0,1.0,1.0
905,0.37,1.31,0.72,0.82,0.26,54.38
906,0.02,1.01,0.83,0.86,0.63,121.5
908,0.0,1.0,0.5,0.5,0.5,1.0
911,0.0,1.0,0.89,0.91,0.87,110.0
913,0.0,1.0,0.59,0.68,0.1,12.0
915,0.5,1.4,0.66,0.75,0.33,243.5
916,0.08,1.02,0.83,0.85,0.64,112.14
920,0.0,1.0,0.35,0.58,0.09,5.0
921,0.23,1.14,0.65,0.76,0.2,31.75
922,0.49,1.37,0.77,0.88,0.43,103.0
923,0.69,1.69,0.69,0.87,0.29,89.46
924,0.0,1.0,0.58,0.62,0.31,20.0
925,0.04,1.01,0.65,0.73,0.3,47.0
928,0.0,1.0,0.82,0.85,0.71,46.0
929,0.75,1.44,0.74,0.86,0.31,22.57
933,0.64,1.45,0.77,0.9,0.44,73.5
934,0.7,1.69,0.65,0.8,0.26,98.8
936,0.0,1.0,1.0,1.0,1.0,2.0
937,0.62,1.48,0.6,0.76,0.25,31.0
940,0.52,1.32,0.75,0.85,0.44,85.4
941,0.69,1.66,0.69,0.86,0.37,107.86
943,0.0,1.0,0.78,0.8,0.58,204.0
944,0.0,1.0,0.46,0.71,0.12,29.0
946,0.0,1.0,0.43,0.69,0.14,5.0
947,0.4,1.15,0.74,0.81,0.32,31.2
948,0.61,1.27,0.76,0.84,0.31,50.17
949,0.68,1.83,0.6,0.8,0.21,172.44
950,0.0,1.0,1.0,1.0,1.0,1.0
953,0.0,1.0,0.59,0.69,0.31,180.0
955,0.13,1.02,0.61,0.68,0.3,64.33
957,0.0,1.0,0.51,0.58,0.34,8.0
958,0.66,1.22,0.77,0.84,0.32,83.67
959,0.0,1.0,0.62,0.76,0.14,15.0
960,0.0,1.0,0.31,0.41,0.2,5.0
961,0.64,1.56,0.68,0.82,0.33,225.75
962,0.66,1.71,0.65,0.81,0.23,37.95
963,0.42,1.2,0.71,0.78,0.37,82.69
965,0.62,1.43,0.65,0.77,0.3,82.0
966,0.2,1.11,0.67,0.73,0.4,182.5
967,0.54,1.38,0.68,0.78,0.36,121.07
970,0.48,1.32,0.76,0.86,0.37,42.67
971,0.67,1.35,0.7,0.81,0.29,53.5
972,0.68,1.7,0.7,0.86,0.31,116.5
973,0.63,1.56,0.68,0.84,0.38,140.6
974,0.76,1.66,0.7,0.88,0.25,48.25
977,0.0,1.0,1.0,1.0,1.0,1.0
978,0.0,1.0,0.6,0.71,0.25,181.0
980,0.3,1.17,0.74,0.81,0.38,44.0
982,0.56,1.44,0.7,0.83,0.31,115.3
983,0.57,1.41,0.62,0.76,0.3,101.0
984,0.0,1.0,0.58,0.68,0.23,88.0
985,0.0,1.0,0.53,0.66,0.24,10.0
986,0.0,1.0,0.63,0.68,0.37,17.0
987,0.0,1.0,0.61,0.73,0.15,6.0
989,0.74,1.7,0.68,0.86,0.32,63.33
991,0.35,1.29,0.75,0.84,0.48,92.67
992,0.7,1.67,0.66,0.84,0.29,85.48
993,0.0,1.0,1.0,1.0,1.0,1.0
994,0.52,1.51,0.7,0.84,0.35,76.42
995,0.0,1.0,0.44,0.56,0.19,51.0
996,0.0,1.0,0.54,0.7,0.14,75.0
997,0.72,1.5,0.74,0.86,0.29,59.0
998,0.35,1.25,0.76,0.85,0.58,92.0
999,0.0,1.0,0.48,0.64,0.17,344.0
1000,0.0,1.0,0.6,0.68,0.29,350.0
1005,0.03,1.02,0.68,0.72,0.39,44.0
1006,0.57,1.55,0.71,0.85,0.35,70.0
1007,0.0,1.0,0.67,0.67,0.33,1.0
1009,0.8,2.05,0.63,0.85,0.21,36.46
1010,0.63,1.53,0.68,0.83,0.24,59.33
1011,0.51,1.36,0.72,0.82,0.43,97.14
1013,0.0,1.0,0.71,0.86,0.14,3.0
1014,0.53,1.37,0.7,0.8,0.35,115.0
1015,0.72,1.91,0.64,0.83,0.22,76.36
1018,0.7,1.9,0.61,0.79,0.25,110.42
1020,0.0,1.0,0.5,0.5,0.25,1.0
1021,0.26,1.11,0.59,0.71,0.16,75.5
1022,0.0,1.0,0.48,0.65,0.14,183.0
1024,0.31,1.14,0.72,0.81,0.36,44.43
1025,0.58,1.59,0.71,0.86,0.31,85.2
1026,0.0,1.0,1.0,1.0,1.0,2.0
1029,0.52,1.05,0.85,0.86,0.44,77.5
1031,0.68,1.48,0.72,0.84,0.31,46.29
1032,0.88,2.24,0.62,0.86,0.2,153.67
1034,0.51,1.38,0.75,0.87,0.44,66.62
1035,0.71,1.88,0.66,0.87,0.31,83.95
1036,0.0,1.0,0.49,0.67,0.17,7.0
1039,0.71,1.69,0.72,0.88,0.32,97.1
1042,0.58,1.38,0.74,0.85,0.39,161.83
1043,0.41,1.25,0.8,0.87,0.4,71.6
1044,0.66,1.54,0.72,0.85,0.28,55.1
1046,0.7,1.72,0.7,0.87,0.36,292.12
1048,0.13,1.01,0.81,0.85,0.47,91.5
1049,0.67,1.61,0.56,0.74,0.21,67.1
1051,0.0,1.0,0.57,0.68,0.18,16.0
1054,0.0,1.0,0.52,0.65,0.16,19.0
1055,0.0,1.0,0.85,0.87,0.75,283.0
1056,0.68,1.68,0.73,0.89,0.33,88.6
1057,0.52,1.06,0.88,0.9,0.45,45.75
1058,0.44,1.37,0.75,0.86,0.46,149.1
1059,0.65,1.61,0.64,0.82,0.28,168.86
1061,0.59,1.5,0.71,0.84,0.39,103.45
1064,0.08,1.02,0.55,0.64,0.22,46.25
1066,0.07,1.02,0.59,0.71,0.18,126.25
1067,0.75,1.88,0.61,0.84,0.26,65.92
1068,1.0,2.0,0.43,0.43,0.21,1.0
1069,0.75,1.59,0.74,0.89,0.35,66.86
1071,0.63,1.53,0.73,0.86,0.3,82.89
1073,0.0,1.0,0.68,0.81,0.13,12.0
1074,0.0,1.0,0.66,0.71,0.16,4.0
1075,0.62,1.63,0.67,0.82,0.27,107.0
1076,0.73,1.85,0.65,0.84,0.25,64.59
1077,0.58,1.38,0.79,0.91,0.52,108.0
1078,0.59,1.59,0.67,0.82,0.26,98.94
1079,0.03,1.01,0.6,0.73,0.22,229.0
1080,0.0,1.0,0.55,0.7,0.19,25.0
1081,0.0,1.0,1.0,1.0,1.0,1.0
1082,0.0,1.0,0.39,0.48,0.3,3.0
1086,0.3,1.19,0.67,0.75,0.42,142.0
1087,0.61,1.53,0.7,0.85,0.31,82.44
1088,0.4,1.18,0.75,0.83,0.39,68.73
1089,0.71,1.83,0.62,0.86,0.24,21.89
1090,0.0,1.0,0.62,0.76,0.23,2.0
1093,0.77,1.92,0.6,0.81,0.24,87.92
1095,0.07,1.04,0.59,0.74,0.09,42.5
1096,0.41,1.28,0.58,0.68,0.28,237.5
1097,0.73,1.59,0.66,0.82,0.26,89.5
1098,0.64,1.56,0.69,0.86,0.35,193.38
1099,0.0,1.0,0.53,0.66,0.21,27.0
1100,0.0,1.0,1.0,1.0,1.0,1.0
1102,0.71,1.15,0.75,0.8,0.3,41.25
1104,0.81,1.98,0.63,0.85,0.26,128.0
1105,0.0,1.0,0.56,0.71,0.16,14.0
1108,0.46,1.06,0.71,0.78,0.32,53.5
1109,0.65,1.77,0.68,0.86,0.3,172.0
1111,0.75,2.1,0.57,0.81,0.2,89.79
1112,0.27,1.04,0.85,0.87,0.58,189.0
1113,0.73,1.72,0.63,0.81,0.26,105.69
1114,0.56,1.44,0.7,0.82,0.29,121.83
1115,0.65,1.5,0.7,0.83,0.31,93.0
1117,0.69,1.63,0.55,0.73,0.22,25.57
1119,0.5,1.09,0.83,0.86,0.43,60.0
1120,0.02,1.01,0.57,0.66,0.22,112.0
1124,0.0,1.0,1.0,1.0,1.0,1.0
1125,0.56,1.59,0.69,0.84,0.34,81.3
1126,0.78,1.96,0.61,0.81,0.22,102.4
1128,0.7,1.68,0.69,0.87,0.35,181.21
1129,0.72,1.79,0.61,0.81,0.24,245.89
1130,0.72,1.68,0.71,0.87,0.37,106.43
1131,0.0,1.0,0.71,0.79,0.55,37.0
1132,0.0,1.0,0.6,0.77,0.11,35.0
1133,0.64,1.54,0.73,0.88,0.33,137.33
1134,0.0,1.0,0.68,0.75,0.53,11.0
1135,0.0,1.0,0.66,0.78,0.12,5.0
1138,0.71,1.63,0.7,0.85,0.37,109.5
1139,0.57,1.45,0.74,0.86,0.38,65.9
1140,0.79,2.29,0.58,0.85,0.19,24.12
1143,0.72,1.53,0.68,0.83,0.27,103.56
1144,0.57,1.47,0.68,0.83,0.37,148.67
1145,0.0,1.0,0.38,0.66,0.11,6.0
1146,0.21,1.13,0.6,0.69,0.22,97.75
1147,0.68,1.66,0.67,0.85,0.34,136.88
1148,0.53,1.05,0.85,0.88,0.74,10.0
1149,0.0,1.0,0.7,0.7,0.3,1.0
1151,0.0,1.0,1.0,1.0,1.0,4.0
1152,0.7,1.7,0.59,0.77,0.26,90.0
1153,0.0,1.0,0.73,0.8,0.35,21.0
1154,0.63,1.27,0.75,0.84,0.39,53.27
1155,0.7,1.54,0.6,0.75,0.23,152.6
1156,0.0,1.0,0.58,0.71,0.2,96.0
