idx,spf,ppd,upc,uppcc,apt,deg
61,0.81,1.99,0.63,0.89,0.22,94.27
64,0.74,1.98,0.61,0.81,0.25,13.62
65,0.77,1.93,0.71,0.9,0.28,57.73
67,0.0,1.0,0.51,0.97,0.03,1.0
70,0.73,1.73,0.68,0.85,0.3,55.4
72,0.74,1.75,0.57,0.76,0.2,111.42
73,0.7,1.73,0.69,0.87,0.28,98.33
76,0.59,1.47,0.69,0.81,0.4,197.71
78,0.0,1.0,0.65,0.7,0.19,7.0
79,0.0,1.0,0.59,0.66,0.44,21.0
80,0.0,1.0,0.68,0.81,0.13,40.0
82,0.84,1.53,0.68,0.85,0.27,85.25
83,0.41,1.3,0.59,0.69,0.33,412.6
85,0.0,1.0,0.69,0.73,0.45,33.0
86,0.74,1.6,0.63,0.8,0.23,89.46
87,0.51,1.12,0.76,0.82,0.33,90.0
89,0.64,1.54,0.68,0.83,0.31,174.0
91,0.77,1.83,0.71,0.88,0.34,81.8
93,0.64,1.51,0.67,0.81,0.32,107.62
96,0.0,1.0,0.49,0.65,0.13,26.0
97,0.75,1.98,0.66,0.9,0.23,34.06
98,0.78,1.85,0.67,0.92,0.3,31.17
102,0.0,1.0,0.75,0.78,0.64,194.0
103,0.82,2.32,0.59,0.86,0.18,83.21
105,0.42,1.13,0.76,0.81,0.39,71.6
106,0.35,1.25,0.73,0.83,0.35,87.0
109,0.77,1.69,0.65,0.82,0.43,103.8
111,0.0,1.0,0.64,0.86,0.44,2.0
112,0.76,1.38,0.63,0.77,0.23,87.33
113,0.63,1.6,0.71,0.86,0.36,133.4
114,0.66,1.92,0.57,0.77,0.22,88.4
116,0.7,1.75,0.62,0.81,0.29,167.09
118,0.0,1.0,0.64,0.79,0.25,2.0
119,0.83,2.11,0.57,0.82,0.19,53.62
120,0.72,1.71,0.69,0.87,0.36,74.83
123,0.0,1.0,0.5,0.57,0.3,22.0
126,0.06,1.03,0.74,0.78,0.48,319.0
128,0.66,1.63,0.71,0.86,0.34,115.89
129,0.0,1.0,0.87,0.89,0.33,5.0
130,0.65,1.64,0.64,0.83,0.23,35.33
131,0.0,1.0,0.76,0.79,0.74,16.0
134,0.0,1.0,0.58,0.76,0.1,14.0
135,0.78,2.03,0.65,0.88,0.3,76.5
136,0.58,1.42,0.77,0.88,0.45,73.25
138,0.0,1.0,0.6,0.6,0.2,1.0
139,0.29,1.2,0.46,0.68,0.16,115.0
142,0.61,1.61,0.7,0.87,0.35,86.21
144,0.68,1.59,0.7,0.85,0.39,160.0
147,0.0,1.0,0.59,0.68,0.27,134.0
148,0.03,1.01,0.69,0.76,0.4,52.5
149,0.0,1.0,1.0,1.0,1.0,1.0
151,0.0,1.0,0.47,0.62,0.31,18.0
154,0.0,1.0,1.0,1.0,1.0,1.0
155,0.83,2.1,0.65,0.88,0.25,145.67
156,0.54,1.5,0.68,0.83,0.31,91.0
158,0.77,2.0,0.64,0.84,0.27,169.47
159,0.52,1.37,0.66,0.78,0.32,34.88
160,0.0,1.0,1.0,1.0,1.0,1.0
163,0.13,1.04,0.59,0.73,0.16,28.67
164,0.0,1.0,0.75,0.79,0.55,77.0
165,0.73,1.81,0.69,0.89,0.33,87.64
167,0.68,1.72,0.61,0.79,0.25,132.89
168,0.0,1.0,0.52,0.58,0.33,10.0
170,0.37,1.18,0.65,0.74,0.25,104.5
172,0.61,1.15,0.56,0.78,0.1,10.33
173,0.65,1.56,0.7,0.84,0.28,102.06
174,0.82,2.08,0.54,0.77,0.21,16.6
179,0.0,1.0,1.0,1.0,1.0,1.0
180,0.77,2.0,0.62,0.83,0.19,133.91
182,0.0,1.0,0.55,0.71,0.17,28.0
183,0.8,2.02,0.57,0.81,0.23,124.46
187,0.0,1.0,0.55,0.71,0.14,32.0
188,0.84,1.99,0.67,0.88,0.21,26.48
189,0.0,1.0,0.73,0.73,0.09,1.0
191,0.0,1.0,0.57,0.75,0.2,5.0
193,0.0,1.0,0.63,0.67,0.28,6.0
194,0.84,2.2,0.68,0.93,0.21,55.38
195,0.0,1.0,0.79,0.83,0.65,94.0
198,0.57,1.37,0.7,0.82,0.31,40.25
199,0.0,1.0,0.48,0.76,0.3,2.0
200,0.72,1.81,0.68,0.86,0.28,99.4
202,0.0,1.0,0.42,0.6,0.16,7.0
203,0.88,2.92,0.56,0.91,0.17,50.52
204,0.0,1.0,1.0,1.0,1.0,1.0
206,0.9,2.54,0.58,0.91,0.16,33.21
210,0.81,2.06,0.65,0.91,0.28,83.14
213,0.72,1.87,0.68,0.91,0.31,128.12
214,0.64,1.63,0.62,0.78,0.27,214.38
216,0.77,1.92,0.66,0.88,0.26,66.43
218,0.0,1.0,0.71,0.93,0.07,1.0
219,0.77,1.77,0.68,0.87,0.29,93.08
220,0.74,1.77,0.58,0.78,0.26,265.9
222,0.75,1.85,0.68,0.89,0.29,117.5
224,0.61,1.55,0.66,0.81,0.3,155.67
226,0.0,1.0,0.57,0.63,0.28,26.0
227,0.38,1.39,0.71,0.83,0.31,47.38
229,0.57,1.65,0.7,0.86,0.34,119.56
230,0.56,1.26,0.66,0.75,0.22,46.0
231,0.61,1.8,0.7,0.88,0.29,117.75
232,0.0,1.0,0.76,0.77,0.41,16.0
235,0.64,1.43,0.67,0.8,0.4,79.9
236,0.0,1.0,0.55,0.6,0.27,13.0
237,0.68,1.69,0.58,0.78,0.29,42.94
238,0.76,1.78,0.58,0.79,0.23,135.14
239,0.0,1.0,1.0,1.0,1.0,1.0
240,0.8,2.03,0.65,0.87,0.29,88.62
241,0.0,1.0,0.54,0.71,0.04,3.0
242,0.62,1.64,0.69,0.85,0.33,102.38
247,0.73,1.79,0.71,0.89,0.33,85.33
249,0.58,1.68,0.63,0.79,0.23,226.0
251,0.01,1.0,0.61,0.68,0.3,120.5
253,0.75,1.81,0.65,0.85,0.25,181.56
258,0.08,1.02,0.64,0.73,0.44,77.67
259,0.14,1.07,0.57,0.69,0.17,84.83
261,0.81,1.98,0.59,0.82,0.23,138.2
263,0.0,1.0,0.36,0.53,0.22,12.0
264,0.46,1.21,0.62,0.75,0.25,117.8
266,0.87,2.28,0.64,0.93,0.19,50.82
268,0.6,1.59,0.57,0.74,0.21,168.73
271,0.46,1.33,0.56,0.67,0.2,280.14
273,0.78,1.85,0.73,0.9,0.31,80.75
274,0.0,1.0,0.27,0.55,0.09,1.0
277,0.64,1.61,0.66,0.83,0.24,86.25
278,0.74,1.65,0.61,0.78,0.23,103.71
279,0.18,1.05,0.56,0.7,0.17,62.33
282,0.5,1.38,0.67,0.81,0.28,62.25
283,0.0,1.0,0.34,0.41,0.15,4.0
285,0.75,1.79,0.66,0.85,0.24,64.23
287,0.77,1.78,0.66,0.86,0.28,119.71
288,0.3,1.09,0.62,0.7,0.27,51.0
289,0.66,1.57,0.53,0.73,0.17,40.5
291,0.0,1.0,0.84,0.89,0.11,2.0
292,0.6,1.63,0.62,0.8,0.29,82.33
293,0.78,1.93,0.67,0.86,0.27,121.1
297,0.07,1.02,0.54,0.63,0.23,27.67
300,0.0,1.0,1.0,1.0,1.0,1.0
301,0.66,1.51,0.72,0.86,0.4,116.14
303,0.35,1.2,0.75,0.81,0.45,62.0
304,0.71,1.97,0.62,0.85,0.29,111.0
305,0.25,1.19,0.54,0.66,0.33,213.29
306,0.86,2.04,0.69,0.93,0.27,100.0
308,0.85,2.67,0.57,0.84,0.18,57.78
311,0.85,1.84,0.65,0.86,0.25,39.33
313,0.47,1.35,0.7,0.81,0.41,151.0
314,0.21,1.12,0.73,0.79,0.48,232.5
318,0.66,1.96,0.58,0.79,0.25,180.15
320,0.71,1.7,0.6,0.78,0.25,85.32
321,0.57,1.37,0.68,0.79,0.3,54.89
322,0.78,2.0,0.65,0.86,0.27,136.56
323,0.74,1.92,0.67,0.88,0.33,67.59
325,0.76,1.85,0.64,0.83,0.24,139.88
328,0.0,1.0,0.48,0.7,0.17,8.0
329,0.61,1.57,0.72,0.86,0.31,80.59
330,0.75,1.9,0.61,0.8,0.2,106.5
332,0.11,1.05,0.57,0.73,0.18,39.67
333,0.0,1.0,1.0,1.0,1.0,1.0
337,0.71,1.69,0.7,0.87,0.33,112.0
338,0.72,1.97,0.68,0.9,0.28,96.15
341,0.77,1.78,0.65,0.84,0.33,99.5
342,0.43,1.32,0.53,0.66,0.15,130.79
347,0.61,1.42,0.68,0.8,0.29,46.42
349,0.89,2.63,0.57,0.87,0.19,133.87
351,0.0,1.0,0.42,0.62,0.12,21.0
352,0.65,1.58,0.65,0.79,0.34,163.38
354,0.53,1.05,0.88,0.9,0.49,40.5
357,0.23,1.11,0.58,0.68,0.29,108.6
359,0.69,1.71,0.66,0.85,0.28,79.62
360,0.54,1.58,0.68,0.84,0.29,51.5
361,0.51,1.39,0.65,0.77,0.32,83.22
362,0.0,1.0,0.6,0.66,0.35,76.0
364,0.7,1.56,0.76,0.92,0.4,86.0
365,0.55,1.6,0.73,0.89,0.29,85.6
366,0.83,2.25,0.55,0.81,0.19,59.75
367,0.74,1.76,0.64,0.83,0.3,111.88
368,0.36,1.05,0.7,0.77,0.32,58.0
369,0.0,1.0,0.42,0.74,0.14,2.0
371,0.38,1.29,0.62,0.72,0.29,151.29
373,0.49,1.39,0.63,0.72,0.28,253.29
374,0.62,1.45,0.68,0.81,0.3,170.25
377,0.66,1.64,0.61,0.79,0.28,189.67
381,0.66,1.41,0.64,0.76,0.45,102.25
382,0.0,1.0,1.0,1.0,1.0,2.0
383,0.34,1.23,0.59,0.72,0.26,84.6
384,0.0,1.0,0.64,0.78,0.1,5.0
386,0.44,1.3,0.73,0.83,0.37,144.75
387,0.78,1.98,0.65,0.86,0.25,74.67
389,0.07,1.03,0.61,0.72,0.2,68.0
390,0.0,1.0,0.6,0.8,0.11,19.0
391,0.19,1.08,0.81,0.85,0.6,92.5
393,0.45,1.31,0.7,0.81,0.27,178.0
395,0.73,2.08,0.58,0.81,0.24,81.22
397,0.72,1.87,0.73,0.91,0.36,72.06
398,0.0,1.0,0.83,0.92,0.5,3.0
399,0.0,1.0,0.96,0.96,0.04,1.0
400,0.35,1.18,0.66,0.78,0.41,45.0
401,0.74,1.36,0.63,0.72,0.19,49.88
402,0.0,1.0,0.33,0.5,0.17,1.0
403,0.37,1.13,0.73,0.79,0.42,116.11
404,0.74,1.71,0.67,0.85,0.2,48.43
407,0.44,1.17,0.8,0.88,0.49,78.0
408,0.6,1.54,0.54,0.69,0.19,445.38
409,0.0,1.0,0.82,0.84,0.72,212.0
410,0.52,1.36,0.61,0.74,0.27,39.46
411,0.76,2.02,0.65,0.86,0.27,87.6
412,0.74,1.44,0.63,0.78,0.28,180.0
415,0.68,1.52,0.7,0.85,0.32,51.38
416,0.71,1.58,0.73,0.85,0.24,36.76
417,0.0,1.0,0.34,0.49,0.09,2.0
419,0.71,1.66,0.69,0.84,0.33,114.33
421,0.61,1.54,0.74,0.88,0.27,64.2
422,0.0,1.0,0.25,0.5,0.06,1.0
425,0.26,1.04,0.73,0.78,0.28,67.11
427,0.6,1.38,0.6,0.73,0.21,113.6
428,0.83,2.28,0.6,0.88,0.26,102.28
432,0.59,1.41,0.63,0.79,0.39,36.0
433,0.71,1.78,0.68,0.85,0.25,86.0
435,0.0,1.0,0.64,0.72,0.27,35.0
436,0.82,2.02,0.57,0.79,0.18,246.56
437,0.72,1.74,0.69,0.88,0.34,112.14
439,0.8,1.88,0.7,0.92,0.32,45.33
442,0.0,1.0,0.8,0.83,0.62,229.5
443,0.0,1.0,0.78,0.81,0.55,25.0
444,0.0,1.0,0.47,0.59,0.19,10.0
445,0.0,1.0,1.0,1.0,1.0,1.0
446,0.54,1.76,0.64,0.84,0.28,48.75
447,0.7,1.95,0.55,0.77,0.18,246.7
449,0.47,1.35,0.71,0.81,0.35,48.5
451,0.0,1.0,1.0,1.0,1.0,1.0
452,0.17,1.06,0.8,0.84,0.56,144.12
453,0.0,1.0,0.83,0.85,0.79,128.0
454,0.7,1.73,0.64,0.79,0.29,76.68
455,0.14,1.05,0.54,0.68,0.18,59.0
457,0.61,1.68,0.68,0.83,0.32,88.5
460,0.69,1.84,0.65,0.82,0.24,38.18
462,0.62,1.55,0.7,0.85,0.37,206.6
464,0.09,1.03,0.5,0.74,0.08,15.0
466,0.58,1.42,0.72,0.85,0.39,248.0
467,0.7,1.72,0.52,0.68,0.15,90.77
468,0.0,1.0,0.43,0.43,0.07,1.0
470,0.49,1.33,0.67,0.77,0.34,56.25
471,0.0,1.0,0.47,0.62,0.25,64.0
472,0.0,1.0,0.51,0.65,0.18,51.0
473,0.0,1.0,0.84,0.87,0.14,4.0
476,0.0,1.0,0.36,0.45,0.14,2.0
477,0.74,1.86,0.64,0.78,0.14,31.62
479,0.89,2.71,0.57,0.91,0.2,25.5
480,0.0,1.0,0.58,0.65,0.37,11.0
482,0.67,1.33,0.58,0.6,0.14,2.0
483,0.77,1.48,0.7,0.83,0.27,47.67
484,0.0,1.0,0.77,0.88,0.2,4.0
485,0.45,1.47,0.6,0.76,0.28,90.83
486,0.65,1.82,0.68,0.86,0.34,95.09
487,0.76,1.64,0.74,0.91,0.31,62.22
492,0.17,1.09,0.87,0.9,0.75,168.0
493,0.19,1.04,0.5,0.63,0.21,12.5
494,0.0,1.0,0.54,0.67,0.24,54.0
495,0.77,1.91,0.68,0.87,0.29,89.56
497,0.43,1.34,0.54,0.67,0.19,205.58
498,0.81,1.89,0.62,0.88,0.23,43.29
499,0.5,1.5,0.72,0.86,0.43,78.12
502,0.0,1.0,0.5,0.93,0.07,1.0
503,0.48,1.42,0.7,0.84,0.37,70.83
505,0.86,1.97,0.57,0.79,0.19,39.71
507,0.73,2.09,0.55,0.81,0.22,145.13
508,0.0,1.0,0.88,0.89,0.88,75.0
509,0.32,1.05,0.83,0.86,0.53,101.0
510,0.71,1.54,0.75,0.89,0.38,202.0
512,0.52,1.36,0.66,0.78,0.3,76.62
514,0.0,1.0,0.7,0.74,0.52,89.0
515,0.6,1.45,0.73,0.85,0.38,104.6
517,0.82,2.17,0.61,0.82,0.2,82.0
519,0.7,1.51,0.71,0.87,0.28,43.22
520,0.88,2.82,0.55,0.9,0.16,14.86
521,0.84,2.25,0.58,0.84,0.22,330.09
522,0.13,1.04,0.55,0.74,0.22,51.6
524,0.59,1.49,0.7,0.84,0.42,86.67
526,0.0,1.0,0.56,0.64,0.32,16.0
527,0.83,2.47,0.59,0.89,0.2,99.09
530,0.45,1.37,0.72,0.83,0.41,112.0
531,0.0,1.0,0.75,0.77,0.11,4.0
532,0.61,1.53,0.68,0.82,0.35,311.14
534,0.0,1.0,1.0,1.0,1.0,1.0
535,0.0,1.0,0.71,0.73,0.7,28.0
536,0.56,1.52,0.66,0.8,0.21,92.5
537,0.77,1.87,0.69,0.9,0.29,72.77
538,0.57,1.39,0.62,0.76,0.38,197.5
540,0.0,1.0,0.54,0.65,0.18,51.0
541,0.87,1.78,0.73,0.89,0.19,47.26
542,0.72,1.4,0.8,0.93,0.36,80.14
543,0.85,2.4,0.61,0.87,0.18,104.65
544,0.0,1.0,0.56,0.7,0.24,13.0
545,0.57,1.56,0.7,0.84,0.36,116.2
546,0.44,1.17,0.77,0.83,0.36,83.4
548,0.61,1.39,0.78,0.86,0.35,76.7
549,0.0,1.0,0.5,0.89,0.11,2.0
550,0.54,1.27,0.73,0.84,0.38,96.8
551,0.45,1.19,0.74,0.82,0.41,101.14
554,0.7,1.94,0.58,0.79,0.27,159.69
556,0.72,1.96,0.55,0.8,0.21,117.2
557,0.31,1.07,0.63,0.73,0.2,47.86
559,0.74,1.7,0.71,0.89,0.32,88.56
561,0.82,2.12,0.67,0.92,0.33,81.67
563,0.78,1.88,0.71,0.87,0.28,73.0
564,0.65,1.52,0.69,0.82,0.32,135.62
566,0.0,1.0,0.67,0.67,0.33,1.0
568,0.49,1.25,0.52,0.65,0.2,132.14
570,0.0,1.0,0.33,0.83,0.17,1.0
571,0.0,1.0,0.69,0.9,0.07,5.0
573,0.5,1.31,0.67,0.82,0.38,106.5
575,0.76,2.02,0.6,0.82,0.27,173.18
577,0.64,1.45,0.67,0.82,0.4,193.0
578,0.0,1.0,0.61,0.75,0.09,34.0
579,0.58,1.54,0.64,0.79,0.29,43.09
580,0.1,1.01,0.71,0.74,0.31,72.0
582,0.88,2.52,0.56,0.87,0.2,79.67
585,0.0,1.0,1.0,1.0,1.0,1.0
587,0.7,1.81,0.6,0.79,0.23,123.0
588,0.0,1.0,0.54,0.62,0.32,51.0
589,0.0,1.0,0.62,0.62,0.33,2.0
590,0.65,1.57,0.58,0.75,0.32,89.33
592,0.75,1.77,0.63,0.83,0.19,33.26
593,0.13,1.06,0.52,0.66,0.22,21.25
594,0.0,1.0,0.75,0.8,0.12,5.0
595,0.79,1.93,0.55,0.76,0.22,59.77
598,0.16,1.08,0.59,0.66,0.32,13.0
599,0.09,1.05,0.64,0.72,0.26,79.0
602,0.52,1.57,0.66,0.81,0.25,51.44
603,0.0,1.0,0.68,0.73,0.53,105.0
605,0.73,1.57,0.63,0.79,0.26,110.14
607,0.46,1.41,0.74,0.87,0.23,42.33
608,0.8,2.1,0.62,0.85,0.23,209.56
609,0.57,1.14,0.48,0.86,0.32,4.0
611,0.7,1.77,0.61,0.8,0.26,106.82
613,0.11,1.06,0.57,0.72,0.19,65.17
615,0.61,1.71,0.7,0.88,0.43,139.5
617,0.48,1.44,0.7,0.84,0.31,61.11
620,0.84,1.85,0.7,0.91,0.21,46.94
622,0.69,1.83,0.66,0.85,0.28,54.6
623,0.61,1.53,0.76,0.89,0.31,50.18
626,0.76,1.94,0.56,0.77,0.19,46.68
627,0.0,1.0,0.81,0.84,0.72,67.0
628,0.74,1.79,0.67,0.86,0.35,57.0
630,0.0,1.0,0.73,0.78,0.28,9.0
631,0.83,1.77,0.6,0.81,0.24,96.38
632,0.0,1.0,0.65,0.88,0.08,5.0
633,0.68,1.35,0.83,0.91,0.33,36.61
636,0.76,2.05,0.64,0.87,0.25,84.25
637,0.0,1.0,0.6,0.73,0.27,13.0
638,0.39,1.16,0.54,0.69,0.16,60.0
639,0.62,1.28,0.83,0.91,0.45,76.25
641,0.72,1.87,0.55,0.78,0.19,42.73
644,0.81,2.36,0.61,0.88,0.2,59.11
645,0.0,1.0,0.84,0.86,0.71,79.0
647,0.75,1.24,0.73,0.83,0.3,18.25
649,0.6,1.39,0.73,0.83,0.41,60.5
651,0.24,1.12,0.58,0.71,0.17,92.0
652,0.54,1.42,0.63,0.76,0.28,77.4
653,0.0,1.0,0.78,0.81,0.72,74.0
655,0.4,1.25,0.72,0.81,0.4,65.57
656,0.0,1.0,0.62,0.65,0.46,7.0
657,0.0,1.0,0.51,0.66,0.17,21.0
659,0.7,1.66,0.75,0.91,0.4,91.0
661,0.54,1.08,0.79,0.82,0.4,93.0
662,0.76,1.71,0.69,0.87,0.32,121.0
665,0.8,2.2,0.66,0.89,0.31,95.25
667,0.83,2.17,0.61,0.86,0.28,87.53
668,0.0,1.0,0.57,0.7,0.12,3.0
670,0.02,1.01,0.56,0.67,0.19,60.5
671,0.7,1.46,0.74,0.87,0.36,115.0
673,0.0,1.0,0.2,0.6,0.2,1.0
674,0.0,1.0,0.48,0.58,0.16,7.0
676,0.78,1.96,0.66,0.87,0.18,64.23
678,0.51,1.6,0.65,0.82,0.21,50.11
679,0.67,1.71,0.59,0.77,0.25,134.78
681,0.0,1.0,0.45,0.47,0.16,5.0
682,0.64,1.84,0.67,0.87,0.29,98.42
683,0.6,1.53,0.58,0.73,0.33,130.62
684,0.68,1.68,0.72,0.86,0.41,102.25
686,0.63,1.51,0.57,0.74,0.22,73.53
687,0.69,1.8,0.72,0.89,0.33,129.38
688,0.62,1.55,0.71,0.86,0.33,34.0
689,0.78,2.11,0.63,0.86,0.26,89.62
691,0.0,1.0,0.71,0.76,0.59,79.0
692,0.86,2.08,0.62,0.86,0.25,162.29
693,0.0,1.0,0.78,0.91,0.13,4.0
694,0.0,1.0,0.56,0.68,0.24,19.0
695,0.81,2.18,0.55,0.82,0.22,112.25
697,0.67,1.47,0.62,0.8,0.38,70.67
698,0.67,1.7,0.61,0.81,0.33,100.82
699,0.0,1.0,0.46,0.68,0.13,6.0
700,0.51,1.33,0.71,0.82,0.36,70.6
702,0.0,1.0,1.0,1.0,1.0,1.0
703,0.59,1.53,0.72,0.85,0.31,79.8
705,0.0,1.0,0.64,0.82,0.23,3.0
706,0.3,1.16,0.73,0.81,0.29,71.75
708,0.58,1.66,0.64,0.83,0.31,115.17
709,0.67,1.49,0.8,0.92,0.42,110.89
711,0.25,1.1,0.82,0.88,0.54,65.25
713,0.6,1.61,0.73,0.86,0.33,40.92
715,0.39,1.21,0.77,0.84,0.34,95.0
717,0.77,1.97,0.67,0.89,0.29,75.08
719,0.0,1.0,0.57,0.77,0.08,8.0
720,0.64,1.58,0.75,0.9,0.45,131.0
721,0.82,2.24,0.61,0.87,0.22,48.2
722,0.0,1.0,0.74,0.78,0.61,141.0
726,0.73,1.51,0.79,0.92,0.3,63.13
727,0.56,1.52,0.72,0.86,0.38,86.67
732,0.54,1.71,0.58,0.78,0.21,79.27
733,0.88,2.73,0.57,0.88,0.17,47.03
736,0.0,1.0,0.48,0.64,0.14,228.0
737,0.73,1.74,0.63,0.82,0.23,35.14
739,0.45,1.31,0.59,0.7,0.23,69.79
741,0.0,1.0,1.0,1.0,1.0,1.0
743,0.75,1.81,0.66,0.88,0.25,60.57
746,0.0,1.0,0.8,0.8,0.2,1.0
747,0.61,1.8,0.67,0.87,0.32,84.67
748,0.0,1.0,0.64,0.74,0.22,126.0
752,0.0,1.0,0.67,0.87,0.07,1.0
753,0.42,1.26,0.73,0.82,0.46,83.4
754,0.82,1.64,0.69,0.86,0.3,41.54
755,0.76,1.89,0.63,0.81,0.22,118.38
756,0.0,1.0,1.0,1.0,1.0,1.0
758,0.63,1.44,0.71,0.83,0.33,108.43
760,0.0,1.0,0.33,0.33,0.33,1.0
761,0.58,1.49,0.76,0.89,0.44,133.75
764,0.85,2.32,0.64,0.92,0.23,83.06
767,0.69,1.8,0.63,0.81,0.25,180.62
769,0.0,1.0,0.47,0.6,0.31,13.0
771,0.7,1.58,0.72,0.88,0.29,84.6
773,0.0,1.0,0.65,0.71,0.28,41.0
774,0.54,1.37,0.63,0.77,0.42,74.5
776,0.8,1.81,0.71,0.91,0.24,47.0
778,0.69,1.65,0.78,0.93,0.43,150.6
780,0.74,1.5,0.61,0.76,0.14,27.0
781,0.86,2.17,0.59,0.83,0.18,107.32
782,0.79,2.06,0.55,0.8,0.2,280.6
784,0.65,1.64,0.64,0.8,0.25,78.74
787,0.37,1.26,0.6,0.73,0.23,93.78
788,0.83,1.62,0.72,0.86,0.22,40.78
789,0.0,1.0,1.0,1.0,1.0,1.0
791,0.0,1.0,1.0,1.0,1.0,1.0
793,0.0,1.0,0.81,0.84,0.71,215.0
795,0.0,1.0,0.52,0.6,0.2,7.0
797,0.48,1.35,0.75,0.85,0.48,77.4
798,0.0,1.0,1.0,1.0,1.0,2.0
801,0.84,1.83,0.73,0.9,0.28,84.44
804,0.53,1.42,0.62,0.76,0.23,37.9
805,0.86,2.2,0.61,0.87,0.21,95.08
807,0.64,1.59,0.74,0.88,0.37,107.43
809,0.59,1.46,0.77,0.91,0.51,154.67
811,0.0,1.0,0.67,0.67,0.33,1.0
812,0.7,1.9,0.65,0.83,0.28,93.69
813,0.51,1.31,0.68,0.77,0.31,79.0
814,0.0,1.0,0.55,0.55,0.11,4.0
815,0.01,1.0,0.84,0.86,0.74,131.0
817,0.56,1.37,0.64,0.76,0.36,319.5
818,0.52,1.36,0.77,0.87,0.41,128.5
819,0.75,1.76,0.66,0.84,0.28,176.38
821,0.0,1.0,0.38,0.54,0.38,2.0
823,0.59,1.47,0.77,0.89,0.36,79.8
825,0.7,1.26,0.83,0.9,0.3,29.0
827,0.69,1.62,0.62,0.8,0.24,58.0
829,0.7,1.62,0.71,0.87,0.33,66.4
832,0.36,1.23,0.57,0.73,0.15,35.71
834,0.69,1.92,0.61,0.82,0.25,119.07
836,0.0,1.0,0.67,0.67,0.33,1.0
837,0.67,1.38,0.57,0.73,0.23,133.0
838,0.0,1.0,1.0,1.0,1.0,1.0
839,0.0,1.0,1.0,1.0,1.0,1.0
841,0.7,1.74,0.66,0.83,0.28,124.75
843,0.52,1.41,0.67,0.8,0.38,92.4
845,0.0,1.0,0.94,0.94,0.86,25.0
846,0.63,1.61,0.55,0.7,0.23,416.8
847,0.61,1.62,0.69,0.86,0.3,162.93
848,0.0,1.0,0.31,0.41,0.17,2.0
849,0.0,1.0,0.86,0.86,0.14,1.0
850,0.74,1.91,0.66,0.86,0.3,75.44
852,0.57,1.14,0.78,0.84,0.39,66.0
853,0.77,1.92,0.67,0.86,0.25,51.8
855,0.79,1.83,0.61,0.79,0.23,127.3
856,0.7,1.73,0.61,0.78,0.19,101.43
857,0.8,2.23,0.53,0.76,0.17,79.35
859,0.33,1.19,0.68,0.75,0.39,146.75
860,0.48,1.08,0.75,0.8,0.24,53.0
861,0.65,1.74,0.65,0.82,0.24,114.75
864,0.77,2.3,0.54,0.8,0.17,28.12
866,0.67,1.7,0.68,0.86,0.33,72.56
867,0.14,1.06,0.56,0.72,0.18,33.92
868,0.68,1.68,0.57,0.74,0.26,87.5
869,0.66,1.52,0.78,0.91,0.39,72.44
870,0.82,2.36,0.59,0.85,0.18,24.19
872,0.0,1.0,0.89,0.89,0.02,1.0
874,0.73,1.8,0.69,0.9,0.3,81.68
876,0.0,1.0,1.0,1.0,1.0,1.0
877,0.0,1.0,0.54,0.65,0.1,2.0
879,0.39,1.24,0.68,0.77,0.39,163.83
881,0.74,1.75,0.64,0.81,0.26,83.6
882,0.0,1.0,0.62,0.84,0.08,6.0
