idx,spf,ppd,upc,uppcc,apt,deg
884,0.65,1.87,0.61,0.82,0.26,160.25
885,0.91,3.63,0.5,0.89,0.1,15.0
890,0.0,1.0,0.49,0.7,0.29,3.0
891,0.57,1.45,0.67,0.79,0.25,50.45
893,0.0,1.0,0.68,0.77,0.19,3.0
894,0.0,1.0,0.94,0.94,0.06,1.0
896,0.0,1.0,0.69,0.81,0.09,9.0
897,0.0,1.0,0.54,0.67,0.19,24.0
898,0.24,1.1,0.7,0.78,0.36,50.67
900,0.6,1.37,0.8,0.91,0.46,82.0
902,0.69,1.7,0.69,0.85,0.29,111.91
903,0.0,1.0,0.63,0.63,0.5,2.0
904,0.55,1.38,0.64,0.77,0.38,264.5
906,0.53,1.35,0.74,0.83,0.39,63.44
908,0.63,1.41,0.77,0.9,0.5,171.0
910,0.51,1.34,0.73,0.83,0.38,71.12
912,0.0,1.0,0.84,0.86,0.75,89.0
914,0.59,1.51,0.74,0.87,0.38,197.3
916,0.0,1.0,0.48,0.78,0.11,8.0
917,0.26,1.12,0.75,0.81,0.52,187.5
918,0.26,1.03,0.56,0.63,0.21,19.0
920,0.83,1.77,0.72,0.89,0.26,79.75
923,0.4,1.2,0.75,0.83,0.43,123.0
924,0.51,1.37,0.73,0.82,0.34,54.08
925,0.68,1.66,0.55,0.75,0.19,33.44
927,0.69,1.61,0.68,0.84,0.31,65.27
928,0.0,1.0,0.8,0.81,0.6,17.0
929,0.58,1.3,0.62,0.73,0.22,47.12
933,0.0,1.0,1.0,1.0,1.0,1.0
938,0.56,1.39,0.67,0.8,0.32,89.87
939,0.0,1.0,0.67,0.73,0.45,151.0
940,0.0,1.0,0.56,0.78,0.11,43.0
942,0.76,2.0,0.6,0.83,0.25,84.92
943,0.89,1.61,0.62,0.76,0.17,62.6
944,0.24,1.09,0.65,0.74,0.31,69.89
945,0.0,1.0,1.0,1.0,1.0,1.0
946,0.59,1.44,0.67,0.8,0.26,48.5
948,0.0,1.0,0.53,0.64,0.09,9.0
949,0.0,1.0,0.54,0.66,0.21,21.0
951,0.0,1.0,0.59,0.69,0.21,88.0
952,0.31,1.2,0.6,0.7,0.35,197.3
955,0.0,1.0,0.58,0.67,0.18,20.0
956,0.76,1.53,0.73,0.89,0.33,68.5
957,0.0,1.0,1.0,1.0,1.0,1.0
958,0.5,1.1,0.83,0.9,0.34,40.0
959,0.73,1.83,0.75,0.93,0.3,109.08
961,0.62,1.7,0.67,0.85,0.3,84.44
963,0.83,2.44,0.63,0.91,0.22,72.59
964,0.51,1.2,0.73,0.79,0.25,29.38
965,0.54,1.16,0.67,0.76,0.24,31.77
966,0.53,1.49,0.65,0.81,0.26,71.77
968,0.66,1.63,0.64,0.79,0.24,180.33
969,0.0,1.0,0.33,0.67,0.33,1.0
971,0.76,1.77,0.71,0.88,0.27,119.53
973,0.76,1.92,0.69,0.87,0.27,54.11
976,0.81,1.43,0.52,0.72,0.21,3.33
978,0.0,1.0,0.42,0.78,0.06,2.0
979,0.61,1.36,0.73,0.83,0.37,67.06
981,0.56,1.51,0.66,0.81,0.35,76.27
984,0.64,1.78,0.6,0.8,0.27,122.2
985,0.62,1.56,0.59,0.74,0.25,94.0
987,0.73,1.39,0.65,0.76,0.32,63.44
988,0.27,1.1,0.84,0.88,0.58,100.71
989,0.57,1.49,0.68,0.82,0.3,121.75
990,0.0,1.0,0.61,0.61,0.22,2.0
991,0.63,1.7,0.65,0.81,0.27,130.17
993,0.0,1.0,0.72,0.83,0.06,1.0
994,0.62,1.44,0.7,0.84,0.44,99.5
995,0.19,1.07,0.78,0.82,0.54,247.75
997,0.0,1.0,0.75,0.75,0.2,5.0
998,0.0,1.0,0.5,0.63,0.17,28.0
999,0.0,1.0,0.48,0.57,0.17,17.0
1000,0.2,1.11,0.62,0.7,0.37,259.14
1002,0.3,1.06,0.55,0.71,0.16,44.6
1003,0.0,1.0,0.65,0.67,0.22,8.0
1004,0.48,1.2,0.7,0.78,0.34,116.5
1006,0.65,1.58,0.7,0.85,0.34,61.6
1007,0.71,1.83,0.65,0.85,0.24,46.45
1008,0.03,1.0,0.66,0.72,0.36,119.5
1011,0.8,2.09,0.58,0.81,0.2,269.04
1012,0.0,1.0,0.52,0.69,0.25,8.0
1013,0.7,1.62,0.55,0.73,0.2,21.33
1015,0.69,1.71,0.71,0.88,0.34,106.77
1017,0.14,1.08,0.47,0.69,0.11,17.5
1018,0.0,1.0,0.57,0.83,0.14,3.0
1021,0.01,1.0,0.71,0.77,0.58,122.5
1023,0.65,1.58,0.75,0.92,0.41,106.25
1024,0.0,1.0,0.71,0.71,0.14,1.0
1027,0.71,1.57,0.78,0.96,0.37,51.17
1029,0.63,1.49,0.62,0.77,0.25,42.33
1030,0.82,2.38,0.53,0.77,0.14,26.7
1031,0.0,1.0,0.76,0.8,0.56,11.0
1032,0.69,1.19,0.88,0.92,0.34,40.77
1033,0.19,1.01,0.72,0.76,0.25,56.75
1034,0.75,1.77,0.61,0.8,0.21,179.3
1036,0.57,1.46,0.62,0.81,0.27,53.57
1038,0.67,1.71,0.66,0.83,0.36,250.0
1040,0.53,1.32,0.73,0.82,0.38,49.33
1041,0.6,1.55,0.73,0.87,0.43,81.29
1043,0.0,1.0,1.0,1.0,1.0,1.0
1044,0.66,1.52,0.72,0.86,0.35,105.67
1047,0.55,1.2,0.7,0.78,0.31,20.55
1049,0.0,1.0,0.53,0.69,0.19,11.0
1050,0.79,1.85,0.62,0.84,0.25,89.0
1053,0.86,2.33,0.69,0.93,0.16,19.62
1056,0.84,1.96,0.56,0.78,0.17,67.0
1057,0.44,1.4,0.76,0.87,0.36,64.36
1059,0.59,1.36,0.64,0.77,0.23,41.2
1060,0.84,1.64,0.75,0.88,0.23,47.67
1061,0.0,1.0,0.5,0.5,0.5,1.0
1063,0.0,1.0,1.0,1.0,1.0,1.0
1065,0.65,1.58,0.62,0.81,0.29,14.71
1066,0.48,1.22,0.5,0.66,0.24,6.11
1069,0.8,2.04,0.64,0.83,0.26,36.75
1071,0.72,1.89,0.56,0.78,0.15,53.32
1073,0.62,1.22,0.76,0.83,0.28,45.38
1075,0.0,1.0,0.44,0.65,0.12,66.0
1077,0.8,1.92,0.67,0.88,0.28,126.75
1078,0.05,1.02,0.57,0.68,0.22,114.5
1079,0.0,1.0,0.54,0.73,0.23,18.0
1080,0.8,1.88,0.65,0.85,0.24,110.74
1081,0.0,1.0,0.55,0.77,0.09,12.0
1082,0.69,1.76,0.62,0.79,0.22,165.36
1084,0.69,1.74,0.56,0.75,0.24,154.17
1085,0.0,1.0,0.8,0.8,0.8,1.0
1087,0.83,2.21,0.61,0.86,0.22,60.35
1088,0.29,1.13,0.7,0.76,0.3,140.8
1090,0.62,1.52,0.66,0.81,0.3,215.0
1091,0.0,1.0,0.62,0.7,0.29,28.0
1093,0.68,1.58,0.64,0.81,0.3,285.0
1094,0.7,1.49,0.68,0.84,0.31,45.0
1096,0.49,1.3,0.51,0.66,0.16,27.38
1100,0.0,1.0,0.86,0.89,0.87,23.0
1101,0.64,1.68,0.62,0.8,0.28,100.22
1103,0.0,1.0,0.81,0.85,0.68,122.0
1105,0.0,1.0,0.64,0.76,0.35,4.0
1106,0.63,1.48,0.72,0.85,0.34,78.4
1108,0.58,1.61,0.57,0.76,0.22,41.7
1111,0.0,1.0,0.59,0.68,0.32,136.0
1113,0.57,1.38,0.66,0.78,0.41,129.0
1115,0.63,1.36,0.74,0.84,0.37,127.5
1116,0.65,1.73,0.64,0.82,0.29,164.33
1118,0.0,1.0,0.92,0.93,0.75,47.0
1121,0.71,1.63,0.62,0.79,0.24,63.26
1123,0.84,2.45,0.58,0.88,0.19,65.74
1125,0.71,1.62,0.74,0.88,0.37,88.42
1127,0.51,1.16,0.81,0.86,0.4,68.71
1128,0.4,1.17,0.85,0.91,0.6,54.67
1129,0.75,1.86,0.68,0.87,0.29,110.22
1130,0.0,1.0,0.3,0.6,0.06,3.0
1131,0.26,1.01,0.6,0.73,0.22,46.5
1133,0.66,1.24,0.67,0.76,0.24,204.25
1135,0.78,1.58,0.62,0.79,0.22,118.83
1138,0.7,1.7,0.72,0.89,0.34,109.14
1140,0.74,1.86,0.58,0.76,0.22,207.14
1141,0.75,1.82,0.64,0.85,0.29,86.86
1143,0.54,1.35,0.75,0.84,0.42,67.42
1145,0.51,1.35,0.74,0.83,0.29,50.16
1146,0.0,1.0,0.45,0.45,0.43,2.0
1149,0.82,1.66,0.61,0.77,0.22,130.75
1150,0.64,1.54,0.77,0.89,0.42,97.67
1152,0.0,1.0,0.6,0.74,0.18,35.0
1154,0.75,1.76,0.52,0.7,0.16,46.46
1156,0.19,1.04,0.71,0.76,0.42,146.0
1157,0.0,1.0,1.0,1.0,1.0,1.0
1160,0.0,1.0,0.54,0.71,0.25,4.0
1161,0.7,1.83,0.69,0.88,0.33,87.86
1163,0.63,1.8,0.71,0.89,0.41,57.5
1164,0.0,1.0,0.78,0.89,0.11,1.0
1167,0.69,1.72,0.57,0.76,0.23,133.57
1168,0.63,1.68,0.74,0.91,0.35,69.58
1170,0.0,1.0,0.31,0.31,0.08,1.0
1173,0.73,1.72,0.64,0.82,0.26,50.27
1174,0.77,2.24,0.64,0.87,0.26,91.0
1175,0.33,1.22,0.56,0.69,0.29,226.75
1178,0.89,2.99,0.51,0.86,0.15,61.42
1179,0.81,2.07,0.6,0.85,0.22,69.44
1180,0.72,1.75,0.62,0.78,0.25,126.08
1182,0.82,1.72,0.75,0.92,0.27,60.4
1183,0.0,1.0,0.73,0.77,0.49,284.0
1185,0.61,1.55,0.61,0.78,0.3,169.8
1187,0.65,1.57,0.75,0.89,0.39,59.67
1190,0.04,1.01,0.68,0.76,0.25,55.33
1192,0.23,1.06,0.81,0.85,0.64,98.33
1194,0.56,1.55,0.72,0.86,0.3,62.29
1196,0.74,1.69,0.71,0.89,0.3,47.17
1197,0.7,1.92,0.73,0.95,0.35,90.94
1199,0.81,2.18,0.63,0.9,0.25,85.22
1200,0.0,1.0,0.45,0.75,0.14,12.0
1201,0.5,1.41,0.68,0.82,0.42,86.0
1202,0.84,1.99,0.62,0.81,0.23,132.5
1205,0.0,1.0,1.0,1.0,1.0,1.0
1206,0.6,1.5,0.75,0.89,0.43,105.4
1207,0.45,1.16,0.55,0.65,0.21,29.0
1208,0.75,1.86,0.65,0.86,0.27,144.75
1209,0.79,2.06,0.62,0.83,0.21,99.47
1212,0.81,1.89,0.72,0.92,0.24,59.1
1213,0.68,1.7,0.69,0.84,0.31,129.38
1218,0.73,1.75,0.71,0.88,0.38,142.25
1220,0.49,1.45,0.56,0.7,0.21,53.79
1221,0.66,1.75,0.61,0.81,0.29,75.63
1222,0.77,1.61,0.66,0.81,0.24,161.0
1223,0.73,2.03,0.64,0.87,0.26,63.96
1224,0.62,1.37,0.73,0.84,0.4,140.0
1225,0.42,1.3,0.64,0.78,0.28,48.07
1230,0.46,1.39,0.5,0.67,0.19,25.17
1231,0.58,1.36,0.64,0.76,0.24,32.86
1232,0.84,2.04,0.61,0.88,0.3,74.12
1233,0.0,1.0,0.36,0.82,0.09,1.0
1237,0.48,1.25,0.8,0.88,0.51,160.0
1238,0.0,1.0,0.56,0.76,0.14,6.0
1240,0.78,1.88,0.69,0.9,0.26,45.5
1243,0.69,1.36,0.82,0.91,0.39,74.62
1244,0.73,1.93,0.68,0.88,0.24,61.33
1246,0.8,2.07,0.56,0.8,0.21,239.0
1247,0.1,1.01,0.84,0.86,0.56,72.5
1248,0.7,1.74,0.67,0.85,0.23,49.88
1249,0.67,1.77,0.66,0.85,0.28,88.4
1250,0.0,1.0,0.58,0.72,0.14,141.0
1251,0.63,1.51,0.62,0.76,0.22,162.31
1252,0.0,1.0,0.57,0.62,0.15,3.0
1253,0.73,1.94,0.63,0.86,0.3,96.6
1254,0.65,1.42,0.66,0.78,0.25,113.0
1255,0.0,1.0,0.58,0.83,0.13,2.0
1256,0.0,1.0,0.38,0.38,0.38,1.0
1257,0.79,1.97,0.67,0.9,0.28,55.07
1259,0.68,1.41,0.73,0.85,0.33,185.57
1260,0.0,1.0,0.67,0.67,0.17,1.0
1261,0.0,1.0,0.59,0.71,0.23,36.0
1262,0.89,2.66,0.57,0.88,0.18,57.67
1263,0.0,1.0,1.0,1.0,1.0,1.0
1265,0.45,1.2,0.78,0.84,0.51,84.0
1268,0.77,1.91,0.69,0.89,0.3,112.33
1270,0.0,1.0,0.86,0.88,0.79,76.0
1271,0.79,1.83,0.66,0.84,0.21,31.27
1272,0.81,1.74,0.72,0.89,0.28,100.15
1274,0.7,2.13,0.59,0.82,0.25,175.41
1275,0.69,1.7,0.67,0.83,0.29,46.92
1276,0.4,1.2,0.43,0.64,0.2,35.5
1277,0.83,2.2,0.62,0.9,0.24,106.33
1278,0.0,1.0,0.49,0.64,0.26,5.0
1279,0.54,1.58,0.69,0.86,0.31,113.88
1281,0.0,1.0,0.5,0.78,0.12,12.0
1282,0.78,2.13,0.51,0.75,0.17,164.52
1283,0.69,1.54,0.56,0.75,0.31,79.33
1284,0.78,1.82,0.59,0.77,0.27,221.33
1287,0.0,1.0,0.91,0.97,0.16,5.0
1288,0.63,1.6,0.6,0.77,0.23,79.82
1289,0.0,1.0,1.0,1.0,1.0,1.0
1290,0.47,1.52,0.65,0.79,0.27,54.23
1292,0.74,1.79,0.74,0.94,0.36,112.53
1295,0.85,2.09,0.63,0.85,0.23,121.57
1297,0.79,1.64,0.59,0.76,0.23,153.5
1299,0.14,1.06,0.65,0.75,0.12,9.5
1300,0.66,1.53,0.71,0.83,0.25,66.45
1301,0.0,1.0,0.77,0.8,0.61,10.0
1302,0.0,1.0,1.0,1.0,1.0,1.0
1303,0.62,1.63,0.68,0.83,0.27,40.93
1304,0.0,1.0,0.5,0.5,0.12,1.0
1306,0.0,1.0,0.53,0.75,0.09,12.0
1307,0.81,1.53,0.7,0.82,0.37,5.75
1309,0.76,1.72,0.67,0.86,0.27,92.71
1310,0.72,1.86,0.59,0.78,0.27,188.7
1311,0.51,1.01,0.88,0.89,0.54,44.0
1312,0.77,1.76,0.69,0.88,0.32,87.0
1314,0.6,1.5,0.66,0.8,0.29,257.4
1316,0.42,1.31,0.63,0.78,0.32,143.33
1317,0.7,1.48,0.78,0.91,0.25,57.6
1318,0.7,1.59,0.69,0.83,0.27,140.33
1323,0.72,1.62,0.68,0.85,0.31,98.22
1324,0.0,1.0,1.0,1.0,1.0,1.0
1325,0.13,1.07,0.66,0.74,0.35,196.0
1326,0.53,1.4,0.69,0.82,0.39,264.0
1327,0.24,1.09,0.56,0.71,0.16,25.7
1328,0.0,1.0,0.53,0.75,0.15,13.0
1331,0.82,1.97,0.6,0.8,0.22,101.92
1332,0.73,1.61,0.72,0.86,0.33,80.5
1335,0.68,1.55,0.7,0.85,0.4,164.83
1336,0.0,1.0,0.83,0.83,0.5,2.0
1338,0.77,2.2,0.63,0.9,0.22,63.67
1339,0.0,1.0,0.68,0.76,0.3,4.0
1340,0.73,1.76,0.74,0.91,0.25,81.19
1341,0.84,2.1,0.68,0.93,0.27,55.29
1343,0.79,2.12,0.61,0.89,0.26,63.07
1345,0.7,1.8,0.61,0.8,0.24,152.46
1346,0.0,1.0,0.64,0.75,0.23,362.0
1353,0.09,1.02,0.54,0.79,0.1,68.5
1354,0.0,1.0,0.52,0.68,0.17,58.0
1355,0.0,1.0,0.38,0.5,0.38,1.0
1356,0.72,1.75,0.77,0.94,0.38,167.78
1357,0.5,1.32,0.72,0.81,0.29,66.4
1358,0.5,1.38,0.69,0.79,0.36,179.29
1359,0.0,1.0,0.42,0.59,0.16,28.0
1360,0.77,1.97,0.61,0.8,0.21,38.39
1361,0.61,1.5,0.68,0.82,0.31,67.0
1362,0.66,1.69,0.66,0.85,0.32,89.18
1363,0.67,1.37,0.65,0.77,0.29,151.67
1365,0.05,1.02,0.77,0.82,0.51,144.67
1367,0.67,1.63,0.69,0.85,0.31,124.1
1368,0.78,1.71,0.62,0.82,0.26,23.92
1370,0.56,1.21,0.8,0.89,0.41,70.6
1371,0.71,1.77,0.7,0.88,0.35,109.44
1372,0.0,1.0,1.0,1.0,1.0,1.0
1374,0.65,1.43,0.74,0.87,0.37,73.11
1377,0.0,1.0,0.53,0.69,0.2,7.0
1378,0.63,1.27,0.71,0.75,0.41,9.5
1381,0.77,1.99,0.64,0.87,0.2,38.38
1382,0.0,1.0,0.48,0.77,0.18,2.0
1383,0.0,1.0,0.94,0.94,0.06,1.0
1384,0.61,1.48,0.71,0.84,0.4,305.33
1385,0.49,1.34,0.69,0.79,0.27,130.68
1387,0.61,1.57,0.63,0.78,0.3,53.35
1388,0.0,1.0,0.64,0.73,0.11,15.0
1390,0.0,1.0,0.54,0.76,0.36,4.0
1391,0.75,1.62,0.65,0.82,0.31,129.0
1392,0.51,1.38,0.63,0.77,0.36,38.67
1393,0.55,1.55,0.74,0.87,0.37,88.29
1395,0.83,2.28,0.69,0.95,0.26,114.67
1397,0.78,2.16,0.62,0.88,0.24,107.11
1398,0.76,1.97,0.56,0.77,0.21,95.6
1399,0.29,1.18,0.76,0.83,0.43,28.67
1401,0.69,1.66,0.67,0.83,0.34,190.64
1404,0.44,1.44,0.68,0.81,0.33,96.0
1406,0.53,1.42,0.76,0.87,0.4,113.89
1408,0.48,1.12,0.69,0.74,0.32,119.5
1409,0.34,1.1,0.81,0.85,0.49,125.5
1411,0.65,1.34,0.73,0.84,0.27,27.71
1412,0.0,1.0,0.25,0.38,0.12,1.0
1413,0.37,1.14,0.75,0.82,0.52,182.6
1415,0.0,1.0,0.8,0.93,0.07,1.0
1416,0.57,1.53,0.72,0.85,0.45,60.14
1420,0.74,1.8,0.63,0.83,0.31,117.58
1422,0.78,1.93,0.59,0.79,0.24,252.11
1425,0.7,1.51,0.68,0.83,0.32,215.25
1426,0.0,1.0,0.49,0.69,0.2,13.0
1428,0.0,1.0,0.5,0.5,0.33,2.0
1429,0.66,1.65,0.68,0.86,0.34,120.46
1432,0.0,1.0,0.81,0.83,0.63,264.0
1434,0.0,1.0,0.6,0.65,0.43,79.0
1437,0.7,1.65,0.68,0.83,0.31,54.8
1439,0.0,1.0,0.53,0.65,0.22,40.0
1440,0.88,2.26,0.64,0.9,0.17,36.82
1441,0.36,1.14,0.76,0.82,0.46,136.46
1442,0.0,1.0,0.54,0.92,0.08,1.0
1445,0.81,2.09,0.62,0.84,0.24,178.29
1448,0.8,2.15,0.59,0.82,0.22,241.89
1449,0.04,1.02,0.57,0.71,0.11,27.5
1451,0.0,1.0,0.62,0.79,0.14,10.0
1452,0.78,1.84,0.62,0.81,0.28,216.17
1454,0.19,1.1,0.72,0.79,0.43,63.5
1455,0.77,1.73,0.72,0.91,0.32,58.55
1457,0.81,2.32,0.66,0.92,0.25,102.89
1459,0.87,2.65,0.55,0.88,0.18,52.71
1461,0.82,1.99,0.6,0.81,0.16,140.89
1462,0.55,1.46,0.69,0.82,0.32,182.0
1463,0.68,1.74,0.7,0.9,0.33,105.6
1464,0.0,1.0,1.0,1.0,1.0,1.0
1465,0.38,1.28,0.67,0.77,0.38,41.09
1469,0.5,1.21,0.73,0.81,0.34,76.79
1470,0.25,1.12,0.6,0.88,0.07,4.5
1471,0.31,1.19,0.64,0.72,0.34,10.67
1474,0.75,1.57,0.69,0.84,0.24,62.0
1475,0.75,1.89,0.69,0.88,0.31,82.06
1476,0.57,1.57,0.66,0.81,0.33,115.62
1479,0.67,1.66,0.66,0.82,0.31,146.4
1480,0.0,1.0,1.0,1.0,1.0,1.0
1481,0.63,1.57,0.6,0.77,0.22,92.75
1482,0.9,2.53,0.51,0.8,0.16,24.22
1484,0.54,1.08,0.65,0.74,0.59,13.5
1485,0.65,1.35,0.85,0.92,0.43,109.0
1486,0.0,1.0,0.51,0.59,0.2,11.0
1487,0.69,1.98,0.66,0.87,0.24,73.36
1489,0.6,1.61,0.71,0.88,0.4,85.2
1490,0.46,1.15,0.76,0.82,0.35,71.24
1492,0.5,1.39,0.56,0.7,0.19,53.25
1493,0.0,1.0,0.4,0.64,0.25,5.0
1497,0.73,1.91,0.67,0.86,0.29,84.36
1499,0.0,1.0,1.0,1.0,1.0,1.0
1502,0.82,2.02,0.66,0.87,0.25,76.35
1503,0.8,2.06,0.56,0.8,0.19,233.95
1505,0.0,1.0,0.67,0.73,0.49,5.0
1506,0.0,1.0,0.59,0.75,0.1,19.0
1507,0.0,1.0,0.54,0.57,0.14,8.0
1510,0.5,1.44,0.64,0.78,0.25,34.22
1511,0.63,1.7,0.71,0.87,0.35,75.33
1512,0.65,1.38,0.67,0.78,0.22,49.0
1513,0.64,1.64,0.7,0.85,0.31,144.43
1515,0.0,1.0,0.74,0.78,0.6,149.0
1516,0.74,1.83,0.68,0.85,0.27,128.71
1518,0.8,1.29,0.75,0.83,0.23,21.6
1519,0.53,1.4,0.6,0.74,0.25,69.94
1520,0.79,1.82,0.73,0.92,0.33,58.21
1526,0.79,1.98,0.6,0.8,0.18,41.38
1530,0.62,1.59,0.72,0.85,0.32,60.62
1531,0.85,2.48,0.57,0.85,0.2,99.08
1533,0.66,1.69,0.58,0.76,0.22,64.78
1534,0.84,2.36,0.66,0.95,0.21,96.14
1536,0.0,1.0,1.0,1.0,1.0,1.0
1537,0.74,1.78,0.65,0.85,0.31,72.29
1538,0.37,1.26,0.73,0.8,0.44,139.6
1541,0.73,1.77,0.69,0.87,0.33,111.0
1542,0.6,1.56,0.65,0.82,0.32,80.9
1543,0.66,1.49,0.7,0.84,0.38,73.8
1544,0.17,1.08,0.74,0.8,0.45,52.0
1546,0.77,1.99,0.64,0.86,0.28,90.46
1549,0.58,1.2,0.8,0.88,0.43,89.4
1550,0.53,1.22,0.8,0.87,0.39,86.23
1552,0.79,1.92,0.62,0.83,0.22,126.09
1553,0.0,1.0,0.91,0.91,0.09,1.0
1555,0.94,2.69,0.5,0.71,0.15,57.33
1557,0.76,2.13,0.57,0.8,0.22,147.53
1559,0.0,1.0,0.78,0.81,0.68,151.0
1560,0.0,1.0,0.66,0.66,0.16,3.0
1561,0.64,1.73,0.58,0.79,0.23,143.56
1563,0.57,1.42,0.66,0.79,0.32,130.83
1564,0.81,2.07,0.6,0.84,0.25,75.33
1566,0.0,1.0,0.67,0.73,0.37,10.0
1569,0.26,1.01,0.81,0.83,0.46,46.0
1570,0.6,1.35,0.75,0.86,0.4,131.67
1571,0.78,2.0,0.69,0.89,0.29,78.78
1573,0.79,1.55,0.81,0.94,0.3,77.28
1574,0.0,1.0,0.83,0.83,0.75,2.0
1576,0.66,1.56,0.71,0.87,0.36,85.75
1579,0.76,1.86,0.66,0.85,0.3,191.2
1582,0.79,2.13,0.61,0.86,0.24,77.85
1583,0.6,1.49,0.67,0.82,0.29,63.22
1584,0.0,1.0,1.0,1.0,1.0,1.0
1586,0.0,1.0,0.83,0.94,0.33,2.0
1587,0.0,1.0,0.5,0.64,0.26,27.0
1589,0.76,1.53,0.8,0.92,0.31,80.71
1591,0.68,1.53,0.71,0.85,0.31,47.44
1593,0.7,1.98,0.65,0.89,0.27,93.5
1596,0.69,1.4,0.69,0.78,0.38,79.8
1599,0.0,1.0,0.64,0.68,0.21,2.0
1600,0.78,1.94,0.68,0.88,0.3,165.0
1602,0.86,1.63,0.72,0.9,0.33,73.5
1603,0.0,1.0,0.63,0.68,0.28,22.0
1605,0.0,1.0,0.76,0.79,0.84,6.0
1606,0.52,1.12,0.68,0.77,0.34,220.5
1608,0.79,1.78,0.62,0.8,0.2,127.12
1609,0.37,1.13,0.65,0.75,0.29,32.57
1613,0.64,1.49,0.7,0.82,0.28,62.0
1614,0.71,1.58,0.66,0.8,0.25,113.6
1615,0.0,1.0,0.68,0.94,0.05,5.0
1616,0.0,1.0,0.54,0.7,0.17,14.0
1619,0.06,1.03,0.69,0.74,0.42,275.5
1620,0.75,1.77,0.58,0.78,0.25,63.44
1622,0.7,1.54,0.63,0.79,0.31,101.0
1623,0.0,1.0,1.0,1.0,1.0,1.0
1625,0.81,2.12,0.64,0.86,0.23,84.31
1626,0.0,1.0,0.34,0.67,0.15,5.0
1627,0.0,1.0,0.52,0.65,0.21,5.0
1628,0.67,1.99,0.62,0.86,0.26,52.0
1629,0.64,1.56,0.65,0.8,0.27,66.25
1630,0.54,1.46,0.72,0.86,0.24,25.22
1631,0.0,1.0,0.4,0.61,0.12,3.0
1632,0.2,1.05,0.73,0.79,0.34,92.0
1633,0.6,1.89,0.69,0.89,0.33,108.94
1635,0.69,1.79,0.67,0.88,0.26,73.36
1636,0.66,1.62,0.57,0.74,0.19,80.5
1639,0.74,1.48,0.81,0.94,0.41,51.33
1641,0.63,1.62,0.63,0.8,0.25,113.68
1642,0.85,2.5,0.59,0.87,0.18,87.97
1643,0.0,1.0,1.0,1.0,1.0,1.0
1644,0.26,1.12,0.53,0.66,0.22,274.6
1645,0.67,1.8,0.64,0.83,0.26,162.2
1646,0.62,1.58,0.59,0.76,0.22,101.12
1647,0.58,1.4,0.7,0.8,0.37,107.43
1650,0.34,1.15,0.81,0.87,0.48,83.0
1652,0.55,1.15,0.71,0.78,0.34,36.0
1653,0.76,1.6,0.76,0.88,0.33,106.89
1655,0.0,1.0,0.25,0.82,0.07,2.0
1656,0.66,1.65,0.71,0.87,0.25,57.67
1657,0.13,1.06,0.58,0.74,0.21,11.0
1658,0.6,1.47,0.77,0.89,0.3,91.48
1659,0.77,1.75,0.69,0.89,0.33,107.15
1661,0.0,1.0,0.54,0.85,0.06,5.0
1663,0.73,1.85,0.73,0.92,0.27,57.92
1664,0.54,1.32,0.65,0.76,0.3,53.15
1665,0.66,1.48,0.69,0.83,0.39,34.2
1667,0.77,1.97,0.58,0.82,0.33,61.9
1668,0.56,1.11,0.71,0.72,0.36,5.0
1670,0.74,1.51,0.72,0.85,0.26,68.0
1671,0.64,1.66,0.69,0.86,0.33,77.5
1672,0.92,2.42,0.56,0.9,0.29,12.6
1673,0.64,1.56,0.68,0.84,0.32,67.71
1675,0.62,1.46,0.58,0.76,0.26,125.17
1678,0.79,1.82,0.62,0.81,0.21,90.57
1680,0.0,1.0,0.51,0.64,0.18,46.0
1682,0.0,1.0,0.35,0.64,0.24,7.0
1683,0.47,1.56,0.69,0.85,0.33,46.12
1684,0.0,1.0,0.54,0.69,0.08,2.0
1685,0.73,1.6,0.79,0.91,0.39,73.14
1688,0.0,1.0,0.79,0.79,0.11,2.0
1689,0.0,1.0,0.6,0.6,0.2,1.0
1691,0.79,2.13,0.65,0.89,0.29,99.74
1693,0.53,1.34,0.74,0.84,0.42,170.0
1695,0.71,1.57,0.72,0.86,0.3,66.78
1697,0.72,1.52,0.73,0.85,0.34,157.25
1698,0.0,1.0,0.56,0.72,0.18,282.0
1699,0.34,1.24,0.62,0.73,0.27,52.25
1703,0.83,2.05,0.69,0.93,0.35,94.92
1704,0.73,1.83,0.6,0.79,0.21,129.54
1706,0.5,1.14,0.76,0.84,0.39,190.67
1708,0.67,1.82,0.59,0.78,0.25,281.67
1710,0.72,1.6,0.71,0.87,0.34,100.62
1711,0.0,1.0,0.59,0.8,0.13,5.0
1712,0.81,1.69,0.76,0.91,0.27,79.67
1713,0.63,1.45,0.77,0.89,0.35,171.0
1716,0.67,1.89,0.66,0.87,0.3,54.0
1718,0.4,1.24,0.63,0.71,0.31,55.2
1719,0.84,1.88,0.67,0.88,0.26,60.22
1721,0.61,1.52,0.81,0.93,0.5,122.2
1723,0.45,1.08,0.75,0.82,0.4,37.5
1725,0.52,1.45,0.72,0.83,0.36,192.75
1726,0.0,1.0,0.74,0.74,0.8,4.0
1727,0.0,1.0,1.0,1.0,1.0,2.0
1728,0.0,1.0,0.8,0.8,0.2,1.0
1729,0.64,1.41,0.77,0.87,0.33,47.33
1731,0.38,1.19,0.74,0.81,0.34,81.7
