idx,spf,ppd,upc,uppcc,apt,deg
107,0.0,1.0,1.0,1.0,1.0,1.0
110,0.73,1.64,0.65,0.81,0.37,34.4
111,0.0,1.0,0.83,0.83,0.11,3.0
112,0.0,1.0,0.51,0.75,0.13,6.0
114,0.92,3.3,0.49,0.89,0.13,17.21
115,0.0,1.0,0.29,0.86,0.14,1.0
116,0.39,1.2,0.68,0.77,0.33,80.0
117,0.7,1.77,0.7,0.87,0.36,121.27
118,0.0,1.0,0.59,0.61,0.18,12.0
120,0.0,1.0,0.35,0.47,0.13,3.0
121,0.0,1.0,1.0,1.0,1.0,1.0
122,0.71,1.73,0.64,0.81,0.25,55.15
123,0.84,2.29,0.65,0.94,0.17,44.68
124,0.0,1.0,1.0,1.0,1.0,1.0
127,0.0,1.0,0.89,0.9,0.84,162.0
129,0.64,1.62,0.67,0.83,0.33,50.94
130,0.46,1.26,0.77,0.85,0.37,58.0
131,0.6,1.51,0.62,0.78,0.27,37.57
134,0.66,1.95,0.58,0.8,0.2,52.0
136,0.03,1.01,0.57,0.67,0.27,48.67
137,0.78,2.1,0.69,0.93,0.26,96.74
139,0.73,1.89,0.58,0.82,0.21,42.5
141,0.76,1.73,0.74,0.93,0.27,11.79
143,0.82,2.21,0.63,0.87,0.22,105.08
144,0.45,1.31,0.77,0.86,0.44,217.33
146,0.0,1.0,0.52,0.69,0.11,8.0
148,0.83,2.51,0.57,0.9,0.26,19.98
149,0.63,1.64,0.71,0.86,0.35,102.0
150,0.4,1.18,0.8,0.87,0.57,191.0
151,0.0,1.0,0.53,0.72,0.1,2.0
153,0.84,2.17,0.64,0.89,0.18,29.87
154,0.0,1.0,0.5,0.5,0.5,1.0
159,0.0,1.0,1.0,1.0,1.0,1.0
160,0.07,1.02,0.59,0.71,0.19,91.82
161,0.81,2.1,0.6,0.83,0.22,127.7
162,0.0,1.0,0.48,0.63,0.16,9.0
164,0.0,1.0,0.29,0.57,0.14,1.0
165,0.0,1.0,0.66,0.77,0.08,9.0
167,0.57,1.28,0.72,0.81,0.33,111.0
168,0.62,1.54,0.67,0.81,0.4,141.5
169,0.08,1.04,0.49,0.68,0.15,12.5
171,0.0,1.0,0.93,0.93,0.25,2.0
172,0.0,1.0,0.5,0.5,0.5,2.0
173,0.52,1.03,0.87,0.89,0.58,32.0
174,0.76,2.08,0.51,0.76,0.24,18.82
176,0.55,1.2,0.82,0.89,0.36,94.78
179,0.41,1.28,0.73,0.83,0.35,27.4
181,0.85,1.6,0.81,0.92,0.23,37.0
182,0.0,1.0,0.68,0.78,0.34,35.0
184,0.0,1.0,0.75,0.75,0.67,2.0
185,0.0,1.0,1.0,1.0,1.0,1.0
186,0.61,1.4,0.68,0.8,0.28,69.64
188,0.05,1.03,0.66,0.73,0.43,149.0
189,0.0,1.0,1.0,1.0,1.0,1.0
191,0.24,1.09,0.85,0.88,0.64,123.25
192,0.0,1.0,0.4,0.63,0.18,3.0
193,0.0,1.0,1.0,1.0,1.0,54.0
196,0.7,1.8,0.68,0.9,0.29,75.32
197,0.5,1.15,0.82,0.87,0.42,10.0
199,0.0,1.0,0.59,0.64,0.23,12.0
201,0.65,1.67,0.67,0.83,0.33,128.41
203,0.64,1.72,0.68,0.85,0.31,81.38
204,0.0,1.0,0.44,0.89,0.11,1.0
205,0.0,1.0,0.56,0.74,0.08,15.0
206,0.64,1.51,0.61,0.74,0.3,86.88
207,0.87,2.16,0.66,0.89,0.23,71.07
208,0.28,1.15,0.57,0.65,0.29,207.0
209,0.79,1.96,0.7,0.9,0.29,149.18
211,0.0,1.0,0.56,0.64,0.26,28.0
212,0.0,1.0,1.0,1.0,1.0,15.0
215,0.84,2.09,0.55,0.79,0.19,20.5
216,0.6,1.17,0.8,0.87,0.41,82.6
217,0.44,1.14,0.89,0.92,0.56,113.33
218,0.67,1.65,0.73,0.89,0.38,97.75
219,0.0,1.0,0.6,0.78,0.1,34.0
220,0.0,1.0,1.0,1.0,1.0,6.0
222,0.0,1.0,1.0,1.0,1.0,1.0
224,0.02,1.0,0.81,0.84,0.63,144.0
226,0.7,1.67,0.74,0.89,0.32,13.21
227,0.71,1.6,0.79,0.94,0.3,9.94
230,0.0,1.0,0.65,0.83,0.12,8.0
231,0.5,1.33,0.55,0.71,0.21,2.0
232,0.7,1.85,0.69,0.91,0.29,73.83
234,0.0,1.0,1.0,1.0,1.0,2.0
235,0.78,1.93,0.7,0.91,0.33,117.62
236,0.76,1.49,0.75,0.88,0.29,55.42
240,0.0,1.0,0.9,0.9,0.84,19.0
242,0.73,1.98,0.58,0.81,0.17,13.07
245,1.0,2.0,0.4,0.6,0.3,1.0
246,0.0,1.0,0.95,0.95,0.05,1.0
247,0.92,2.69,0.6,0.93,0.19,22.18
248,0.25,1.14,0.5,0.58,0.19,376.0
251,0.01,1.0,0.82,0.85,0.67,148.0
252,0.59,1.53,0.69,0.82,0.33,111.43
254,0.0,1.0,1.0,1.0,1.0,1.0
257,0.81,1.8,0.65,0.86,0.27,75.79
259,0.18,1.07,0.59,0.78,0.12,26.33
260,0.04,1.02,0.56,0.73,0.12,50.0
261,0.68,2.04,0.59,0.8,0.21,102.29
263,0.82,1.4,0.76,0.88,0.21,43.25
264,0.0,1.0,1.0,1.0,1.0,19.0
265,0.0,1.0,0.94,0.94,0.03,2.0
266,0.82,1.81,0.66,0.88,0.26,65.0
267,0.7,1.6,0.66,0.82,0.26,42.5
269,0.62,1.28,0.7,0.79,0.21,52.33
271,0.07,1.04,0.55,0.69,0.18,41.25
272,0.0,1.0,0.5,0.93,0.07,1.0
273,0.0,1.0,0.4,0.8,0.2,1.0
276,0.66,1.33,0.71,0.8,0.28,49.17
277,0.63,1.23,0.82,0.93,0.42,6.75
278,0.78,1.79,0.69,0.86,0.29,65.92
279,0.68,1.56,0.66,0.82,0.3,49.21
280,0.83,2.48,0.6,0.92,0.22,79.0
281,0.0,1.0,1.0,1.0,1.0,50.0
284,0.0,1.0,0.2,0.8,0.2,1.0
285,0.03,1.01,0.6,0.68,0.27,39.0
286,0.79,2.01,0.65,0.87,0.27,66.0
287,0.4,1.14,0.78,0.84,0.55,67.5
288,0.0,1.0,0.86,0.86,0.11,2.0
289,0.0,1.0,0.99,0.99,0.99,82.0
290,0.0,1.0,1.0,1.0,1.0,25.0
291,0.0,1.0,0.62,0.75,0.18,544.0
294,0.79,1.62,0.68,0.85,0.3,73.5
295,0.75,1.91,0.73,0.94,0.4,123.0
296,0.86,2.41,0.58,0.89,0.19,90.25
297,0.52,1.51,0.72,0.88,0.4,49.95
298,0.85,2.58,0.47,0.8,0.19,9.92
300,0.0,1.0,1.0,1.0,1.0,26.0
303,0.0,1.0,0.66,0.7,0.37,8.0
304,0.02,1.01,0.69,0.77,0.33,76.33
305,0.75,1.66,0.68,0.83,0.29,92.5
306,0.77,1.81,0.71,0.88,0.32,134.69
308,0.56,1.26,0.76,0.85,0.31,33.29
311,0.82,2.18,0.65,0.9,0.3,130.0
312,0.82,2.06,0.58,0.85,0.21,49.44
314,0.0,1.0,0.49,0.61,0.32,24.0
316,0.91,1.98,0.7,0.89,0.16,21.93
318,0.67,1.81,0.59,0.79,0.23,224.93
319,0.0,1.0,0.59,0.71,0.24,80.0
320,0.49,1.31,0.79,0.88,0.52,56.0
321,0.0,1.0,1.0,1.0,1.0,1.0
322,0.0,1.0,0.59,0.64,0.39,28.0
324,0.69,1.61,0.61,0.84,0.29,6.25
325,0.0,1.0,0.46,0.72,0.21,4.0
327,0.37,1.27,0.5,0.6,0.17,111.33
328,0.85,2.05,0.65,0.88,0.29,65.21
329,0.0,1.0,0.6,0.68,0.23,16.0
332,0.0,1.0,0.46,0.61,0.16,24.0
333,0.17,1.05,0.61,0.72,0.37,199.67
334,0.61,1.68,0.67,0.83,0.31,60.85
335,0.63,1.36,0.74,0.85,0.35,48.0
336,0.9,2.34,0.62,0.89,0.21,39.33
337,0.0,1.0,1.0,1.0,1.0,1.0
338,0.0,1.0,1.0,1.0,1.0,1.0
339,0.73,1.93,0.66,0.87,0.25,50.64
341,0.49,1.28,0.72,0.82,0.31,72.78
343,0.0,1.0,1.0,1.0,1.0,1.0
345,0.56,1.25,0.79,0.87,0.41,84.88
346,0.55,1.34,0.77,0.87,0.36,78.6
347,0.84,2.42,0.59,0.88,0.22,86.64
348,0.72,1.69,0.73,0.88,0.33,110.0
351,0.38,1.21,0.73,0.82,0.46,120.67
354,0.0,1.0,0.88,0.88,0.83,69.0
355,0.35,1.27,0.52,0.71,0.16,29.85
356,0.64,1.73,0.68,0.86,0.3,51.57
357,0.78,1.78,0.65,0.83,0.25,51.5
360,0.79,1.91,0.69,0.92,0.26,17.17
362,0.86,2.53,0.64,0.94,0.22,93.89
364,0.74,1.83,0.65,0.84,0.26,87.6
367,0.54,1.18,0.81,0.86,0.42,53.0
369,0.78,2.01,0.66,0.89,0.33,104.0
370,0.0,1.0,1.0,1.0,1.0,13.0
372,0.69,1.56,0.77,0.89,0.4,112.38
375,0.64,1.58,0.62,0.77,0.24,78.36
376,0.64,1.78,0.68,0.88,0.34,109.0
377,0.82,1.82,0.69,0.88,0.26,64.4
379,0.0,1.0,1.0,1.0,1.0,1.0
382,0.86,1.89,0.67,0.89,0.24,17.83
383,0.77,2.01,0.59,0.82,0.22,174.31
384,0.0,1.0,0.55,0.87,0.08,3.0
385,0.9,2.59,0.62,0.91,0.21,76.8
386,0.0,1.0,1.0,1.0,1.0,1.0
388,0.0,1.0,1.0,1.0,1.0,1.0
391,0.64,1.5,0.72,0.87,0.33,37.05
392,0.62,1.25,0.62,0.71,0.44,2.5
393,0.0,1.0,1.0,1.0,1.0,91.0
394,0.54,1.39,0.77,0.86,0.44,84.18
395,0.82,2.33,0.6,0.85,0.2,113.44
398,0.0,1.0,1.0,1.0,1.0,1.0
400,0.8,2.0,0.66,0.87,0.23,77.33
401,0.36,1.22,0.68,0.78,0.42,151.0
403,0.0,1.0,1.0,1.0,1.0,2.0
404,0.42,1.2,0.57,0.7,0.35,59.33
405,0.86,2.17,0.62,0.88,0.26,48.57
408,0.0,1.0,1.0,1.0,1.0,1.0
411,0.0,1.0,0.5,0.5,0.5,1.0
413,0.56,1.46,0.74,0.86,0.44,156.14
415,0.0,1.0,0.31,0.89,0.11,2.0
419,0.0,1.0,0.84,0.86,0.81,35.0
422,0.75,1.84,0.62,0.82,0.28,63.79
423,0.61,1.5,0.71,0.85,0.4,72.62
424,0.54,1.63,0.71,0.88,0.34,58.43
425,0.0,1.0,0.43,0.47,0.03,2.0
427,0.66,1.43,0.69,0.83,0.4,73.0
428,0.47,1.29,0.75,0.83,0.39,42.75
430,0.42,1.3,0.49,0.67,0.11,22.36
431,0.5,1.26,0.84,0.9,0.49,43.67
432,0.69,1.79,0.56,0.77,0.19,234.53
433,0.58,1.5,0.75,0.9,0.39,93.42
435,0.0,1.0,0.41,0.62,0.09,4.0
436,0.0,1.0,0.89,0.89,0.87,58.0
437,0.67,1.68,0.69,0.86,0.34,197.0
439,0.0,1.0,1.0,1.0,1.0,35.0
440,0.0,1.0,0.58,0.6,0.45,7.0
441,0.0,1.0,0.58,0.7,0.21,34.0
442,0.81,1.94,0.59,0.8,0.21,92.44
444,0.67,1.57,0.72,0.86,0.35,91.6
445,0.0,1.0,1.0,1.0,1.0,1.0
446,0.92,2.83,0.59,0.93,0.18,93.43
448,0.0,1.0,0.6,0.81,0.17,6.0
450,0.0,1.0,0.59,0.78,0.09,13.0
451,0.77,1.59,0.75,0.88,0.35,35.2
453,0.58,1.32,0.66,0.77,0.26,58.71
455,0.73,1.22,0.84,0.89,0.27,28.0
458,0.0,1.0,0.65,0.72,0.41,173.0
459,0.76,2.17,0.63,0.88,0.26,44.0
461,0.0,1.0,0.67,0.82,0.33,5.0
463,0.27,1.15,0.82,0.88,0.65,131.0
464,0.36,1.16,0.68,0.77,0.45,45.67
466,0.0,1.0,0.61,0.72,0.2,2.0
467,0.75,1.5,0.35,0.95,0.33,1.5
469,0.64,1.45,0.66,0.79,0.25,48.85
470,0.92,2.01,0.6,0.81,0.21,23.46
471,0.82,2.12,0.65,0.88,0.28,91.62
472,0.0,1.0,1.0,1.0,1.0,1.0
473,0.0,1.0,1.0,1.0,1.0,2.0
475,0.0,1.0,1.0,1.0,1.0,6.0
476,0.85,2.16,0.69,0.95,0.27,106.74
478,0.75,1.86,0.59,0.79,0.22,31.2
481,0.0,1.0,1.0,1.0,1.0,30.0
482,0.0,1.0,0.5,0.67,0.16,33.0
483,0.0,1.0,1.0,1.0,1.0,1.0
484,0.74,1.44,0.78,0.89,0.32,47.0
485,0.76,1.46,0.58,0.8,0.39,3.42
486,0.57,1.34,0.75,0.85,0.44,65.83
488,0.79,1.63,0.63,0.8,0.2,76.86
489,0.0,1.0,0.54,0.66,0.28,31.0
491,0.76,1.67,0.59,0.75,0.19,46.56
492,0.16,1.02,0.73,0.8,0.26,48.5
493,0.41,1.3,0.65,0.78,0.28,45.93
496,0.22,1.12,0.53,0.61,0.27,632.5
497,0.0,1.0,0.4,0.65,0.27,5.0
500,0.68,1.52,0.7,0.85,0.29,40.75
501,0.0,1.0,1.0,1.0,1.0,2.0
503,0.74,1.87,0.68,0.87,0.28,38.22
504,0.0,1.0,0.93,0.96,0.55,80.0
505,0.41,1.23,0.8,0.87,0.55,39.5
508,0.63,1.57,0.58,0.73,0.22,267.55
509,0.0,1.0,1.0,1.0,1.0,1.0
511,0.66,1.58,0.61,0.77,0.28,35.53
512,0.36,1.18,0.57,0.7,0.27,174.57
514,0.0,1.0,1.0,1.0,1.0,92.0
515,0.79,1.93,0.63,0.85,0.25,50.57
516,0.72,1.77,0.72,0.89,0.36,148.8
517,0.79,2.18,0.64,0.91,0.27,58.92
519,0.79,1.94,0.61,0.81,0.2,29.58
521,0.0,1.0,1.0,1.0,1.0,2.0
525,0.62,1.53,0.71,0.87,0.34,39.8
527,0.71,1.86,0.68,0.87,0.31,53.44
529,0.34,1.05,0.77,0.82,0.5,91.0
531,0.31,1.09,0.69,0.76,0.24,40.33
532,0.0,1.0,0.54,0.71,0.14,58.0
533,0.85,2.35,0.59,0.87,0.26,87.53
534,0.79,1.76,0.71,0.87,0.27,70.1
536,0.17,1.04,0.55,0.68,0.11,49.67
537,0.08,1.03,0.73,0.8,0.41,84.5
539,0.51,1.35,0.79,0.89,0.42,64.5
541,0.87,2.0,0.67,0.91,0.19,16.89
542,0.0,1.0,1.0,1.0,1.0,1.0
543,0.3,1.06,0.68,0.79,0.24,66.43
545,0.0,1.0,0.54,0.64,0.21,15.0
547,0.0,1.0,1.0,1.0,1.0,1.0
549,0.55,1.21,0.8,0.87,0.41,89.38
550,0.63,1.65,0.73,0.93,0.37,13.22
551,0.82,2.21,0.63,0.9,0.2,90.53
553,0.0,1.0,0.69,0.76,0.63,18.0
555,0.64,1.89,0.66,0.85,0.32,55.71
556,0.0,1.0,0.58,0.71,0.2,386.0
557,0.84,2.22,0.62,0.89,0.24,120.22
558,0.74,1.5,0.62,0.77,0.22,57.9
561,0.0,1.0,1.0,1.0,1.0,13.0
563,0.19,1.07,0.58,0.69,0.25,58.15
564,0.02,1.01,0.57,0.72,0.2,278.67
565,0.7,1.54,0.65,0.81,0.26,94.73
567,0.0,1.0,0.66,0.83,0.13,3.0
568,0.66,1.53,0.74,0.88,0.44,71.0
570,0.91,2.59,0.6,0.9,0.25,114.57
572,0.0,1.0,0.82,0.86,0.57,77.0
576,0.7,1.72,0.76,0.91,0.35,134.17
577,0.0,1.0,1.0,1.0,1.0,2.0
579,0.7,1.81,0.68,0.86,0.29,119.8
580,0.76,1.88,0.66,0.84,0.25,83.18
581,0.71,1.74,0.67,0.85,0.29,85.76
583,0.75,1.5,0.65,0.81,0.53,3.0
586,0.0,1.0,0.7,0.76,0.1,7.0
587,0.87,2.79,0.59,0.93,0.2,115.4
589,0.78,2.1,0.66,0.88,0.28,81.79
591,0.0,1.0,1.0,1.0,1.0,1.0
592,0.09,1.04,0.57,0.73,0.2,191.5
593,0.77,1.95,0.63,0.83,0.25,78.91
594,0.47,1.31,0.77,0.87,0.54,134.0
595,0.14,1.02,0.73,0.76,0.32,27.0
596,0.0,1.0,0.51,0.65,0.12,15.0
598,0.58,1.58,0.67,0.82,0.32,69.53
599,0.52,1.5,0.72,0.85,0.32,89.14
600,0.0,1.0,1.0,1.0,1.0,4.0
601,0.03,1.01,0.53,0.65,0.22,41.0
602,0.0,1.0,0.5,0.7,0.15,198.0
603,0.0,1.0,0.4,0.8,0.2,1.0
604,0.76,1.97,0.6,0.8,0.19,43.33
606,0.0,1.0,1.0,1.0,1.0,2.0
607,0.81,1.92,0.69,0.94,0.28,18.58
608,0.44,1.31,0.53,0.7,0.2,196.0
609,0.82,1.96,0.65,0.89,0.32,99.4
610,0.73,1.95,0.63,0.85,0.22,60.92
614,1.0,2.0,0.5,1.0,0.5,1.0
617,0.66,1.58,0.75,0.89,0.41,216.43
618,0.9,2.13,0.63,0.91,0.2,30.39
619,0.77,1.93,0.66,0.91,0.33,110.6
620,0.68,1.68,0.67,0.83,0.32,108.17
621,0.0,1.0,0.67,0.67,0.67,1.0
622,0.0,1.0,1.0,1.0,1.0,64.0
626,0.72,2.03,0.58,0.82,0.22,108.62
627,0.39,1.15,0.73,0.8,0.46,216.5
628,0.81,2.06,0.7,0.91,0.27,171.94
629,0.73,1.89,0.57,0.81,0.23,15.78
630,0.9,1.74,0.67,0.85,0.24,29.83
631,0.0,1.0,1.0,1.0,1.0,1.0
633,0.79,1.84,0.65,0.86,0.29,77.88
634,0.0,1.0,0.63,0.7,0.38,84.0
635,0.0,1.0,0.57,0.71,0.14,1.0
636,0.79,2.1,0.67,0.89,0.29,115.71
637,0.0,1.0,1.0,1.0,1.0,1.0
638,0.0,1.0,0.55,0.66,0.18,42.0
640,0.0,1.0,1.0,1.0,1.0,1.0
641,0.82,2.17,0.62,0.87,0.24,84.8
643,0.08,1.01,0.6,0.76,0.12,48.0
644,0.0,1.0,0.52,0.71,0.18,21.0
645,0.0,1.0,0.83,0.83,0.17,1.0
646,0.6,1.57,0.71,0.87,0.35,92.0
648,0.61,1.49,0.71,0.82,0.39,107.33
649,0.0,1.0,1.0,1.0,1.0,1.0
651,0.19,1.07,0.58,0.69,0.32,51.8
652,0.79,2.17,0.54,0.78,0.16,244.92
653,0.0,1.0,1.0,1.0,1.0,2.0
655,0.0,1.0,1.0,1.0,1.0,1.0
656,0.79,2.12,0.64,0.88,0.25,109.2
657,0.91,2.18,0.5,0.91,0.31,2.67
659,0.7,1.65,0.64,0.82,0.25,76.5
661,0.61,1.55,0.68,0.81,0.41,4.43
662,0.0,1.0,1.0,1.0,1.0,1.0
663,0.0,1.0,0.25,0.5,0.25,1.0
664,0.42,1.09,0.74,0.79,0.46,98.2
665,0.0,1.0,1.0,1.0,1.0,2.0
666,0.75,1.84,0.7,0.88,0.37,120.3
667,0.0,1.0,1.0,1.0,1.0,1.0
671,0.76,1.57,0.65,0.82,0.21,66.69
673,0.59,1.5,0.64,0.8,0.27,47.12
674,0.62,1.41,0.71,0.82,0.29,88.67
675,0.0,1.0,0.75,0.75,0.25,1.0
676,0.38,1.24,0.54,0.63,0.22,244.0
677,0.78,1.9,0.69,0.89,0.27,48.46
678,0.86,1.78,0.68,0.87,0.23,37.0
681,0.0,1.0,1.0,1.0,1.0,2.0
682,0.57,1.22,0.72,0.8,0.25,53.6
683,0.0,1.0,0.97,0.98,0.84,109.0
684,0.81,2.19,0.64,0.9,0.25,101.0
687,0.0,1.0,0.82,0.82,0.77,88.0
688,0.82,2.07,0.6,0.9,0.27,7.33
690,0.76,2.0,0.6,0.79,0.22,40.06
693,0.78,1.72,0.75,0.91,0.28,36.75
695,0.0,1.0,0.61,0.67,0.14,17.0
696,0.13,1.07,0.57,0.68,0.27,112.83
697,0.0,1.0,0.41,0.59,0.21,4.0
698,0.0,1.0,1.0,1.0,1.0,1.0
699,0.41,1.18,0.53,0.63,0.19,75.0
700,0.0,1.0,1.0,1.0,1.0,1.0
702,0.72,1.97,0.65,0.87,0.3,84.26
704,0.0,1.0,0.69,0.69,0.15,3.0
705,0.74,1.93,0.59,0.8,0.23,261.97
707,0.81,1.8,0.67,0.89,0.2,42.54
708,0.72,1.77,0.55,0.8,0.29,5.75
709,0.85,1.42,0.78,0.89,0.28,32.0
711,0.0,1.0,0.33,0.33,0.33,1.0
712,0.54,1.6,0.73,0.89,0.39,117.2
713,0.83,2.18,0.64,0.89,0.22,43.48
714,0.0,1.0,0.52,0.74,0.05,2.0
717,0.49,1.45,0.66,0.8,0.34,159.86
718,0.51,1.23,0.54,0.64,0.22,89.0
719,0.78,1.95,0.66,0.89,0.28,61.23
723,0.85,2.1,0.68,0.88,0.17,13.54
724,0.9,2.19,0.65,0.9,0.2,75.56
725,0.05,1.02,0.54,0.64,0.3,95.33
726,0.68,1.13,0.79,0.84,0.36,36.67
729,0.0,1.0,1.0,1.0,1.0,1.0
732,0.88,2.85,0.57,0.91,0.2,34.62
733,0.03,1.01,0.62,0.8,0.12,41.5
734,0.0,1.0,1.0,1.0,1.0,1.0
735,0.0,1.0,0.35,0.65,0.29,2.0
736,0.0,1.0,0.57,0.86,0.14,1.0
737,0.0,1.0,1.0,1.0,1.0,1.0
740,0.05,1.01,0.59,0.72,0.19,69.11
742,0.67,1.5,0.66,0.79,0.29,70.25
743,0.6,1.27,0.84,0.91,0.47,143.0
744,0.0,1.0,0.75,0.75,0.53,2.0
745,0.0,1.0,0.59,0.7,0.2,98.0
747,0.82,2.24,0.6,0.85,0.27,189.71
748,0.74,1.64,0.56,0.73,0.21,39.55
749,0.0,1.0,0.56,0.73,0.21,6.0
750,0.16,1.08,0.69,0.83,0.28,6.5
751,0.0,1.0,1.0,1.0,1.0,1.0
752,0.0,1.0,0.58,0.68,0.23,4.0
754,0.65,1.61,0.69,0.86,0.35,115.0
755,0.0,1.0,0.56,0.67,0.29,31.0
757,0.69,1.63,0.56,0.72,0.18,34.8
758,0.66,1.84,0.63,0.83,0.24,43.33
762,0.0,1.0,0.63,0.76,0.12,8.0
763,0.0,1.0,0.79,0.81,0.64,33.0
764,0.33,1.14,0.7,0.79,0.29,32.25
765,0.0,1.0,1.0,1.0,1.0,1.0
766,0.82,2.1,0.59,0.83,0.2,107.13
767,0.67,1.57,0.73,0.89,0.39,152.12
769,0.0,1.0,0.48,0.61,0.1,11.0
771,0.72,1.58,0.67,0.83,0.35,110.11
772,0.45,1.33,0.76,0.86,0.39,54.88
773,0.0,1.0,1.0,1.0,1.0,19.0
774,0.69,1.51,0.59,0.71,0.24,76.0
775,0.87,2.41,0.61,0.93,0.27,19.69
776,0.54,1.27,0.79,0.87,0.46,92.5
778,0.92,2.02,0.67,0.9,0.22,49.73
779,0.0,1.0,0.48,0.64,0.18,11.0
781,0.0,1.0,0.85,0.87,0.71,224.0
782,0.0,1.0,0.57,0.68,0.08,3.0
783,0.0,1.0,1.0,1.0,1.0,1.0
784,0.74,1.69,0.67,0.85,0.31,164.33
786,0.73,1.69,0.65,0.83,0.27,10.71
787,0.62,1.53,0.73,0.89,0.43,76.67
788,0.0,1.0,0.37,0.53,0.13,4.0
789,0.71,1.79,0.57,0.75,0.21,157.37
791,0.65,1.67,0.73,0.88,0.28,91.9
793,0.0,1.0,0.5,0.67,0.17,1.0
795,0.03,1.01,0.53,0.7,0.1,98.0
797,0.17,1.09,0.53,0.6,0.26,562.0
798,0.0,1.0,0.42,0.42,0.1,2.0
799,0.74,1.69,0.74,0.91,0.39,118.22
800,0.0,1.0,1.0,1.0,1.0,3.0
805,0.72,1.63,0.71,0.91,0.34,8.46
807,0.57,1.41,0.73,0.85,0.42,34.2
810,0.0,1.0,1.0,1.0,1.0,2.0
812,0.71,1.73,0.61,0.77,0.24,199.16
813,0.81,2.06,0.61,0.84,0.24,215.67
