idx,spf,ppd,upc,uppcc,apt,deg
814,0.55,1.21,0.77,0.84,0.4,38.5
817,0.82,2.01,0.64,0.88,0.25,117.0
818,0.7,1.56,0.68,0.86,0.31,7.65
819,0.59,1.57,0.7,0.88,0.38,4.5
820,0.82,1.98,0.7,0.89,0.29,148.57
821,0.0,1.0,0.87,0.9,0.45,91.0
825,0.0,1.0,0.83,0.85,0.45,31.0
826,0.63,1.23,0.82,0.88,0.41,25.6
827,0.55,1.48,0.59,0.75,0.3,68.5
828,0.68,1.5,0.74,0.88,0.35,169.86
831,0.74,1.58,0.67,0.86,0.26,29.36
833,0.0,1.0,1.0,1.0,1.0,1.0
834,0.78,2.06,0.64,0.89,0.3,71.23
835,0.34,1.21,0.57,0.69,0.32,196.83
836,0.64,1.49,0.75,0.88,0.34,91.4
837,0.41,1.25,0.78,0.85,0.43,116.57
838,0.0,1.0,0.51,0.6,0.13,8.0
841,0.4,1.25,0.74,0.83,0.48,278.5
842,0.0,1.0,1.0,1.0,1.0,1.0
843,0.85,2.45,0.54,0.85,0.18,22.65
844,0.0,1.0,0.49,0.6,0.19,4.0
845,0.74,1.62,0.57,0.76,0.19,95.33
846,0.74,1.65,0.72,0.91,0.33,11.82
847,0.0,1.0,1.0,1.0,1.0,1.0
849,0.0,1.0,1.0,1.0,1.0,1.0
852,0.87,1.86,0.68,0.93,0.31,2.17
853,0.69,1.58,0.71,0.86,0.41,135.75
854,0.67,1.66,0.76,0.92,0.44,197.0
857,0.0,1.0,0.58,0.69,0.25,40.0
858,0.0,1.0,1.0,1.0,1.0,1.0
859,0.0,1.0,0.25,0.5,0.25,1.0
860,0.46,1.37,0.57,0.79,0.18,40.67
861,0.7,1.62,0.76,0.92,0.33,9.89
862,0.0,1.0,1.0,1.0,1.0,1.0
863,0.86,1.98,0.67,0.88,0.25,25.0
864,0.67,1.65,0.66,0.83,0.3,186.0
866,0.68,1.85,0.68,0.85,0.3,64.0
868,0.0,1.0,1.0,1.0,1.0,1.0
869,0.72,1.77,0.64,0.82,0.33,134.0
870,0.0,1.0,0.8,0.83,0.65,194.0
873,0.59,1.44,0.74,0.85,0.34,57.78
874,0.0,1.0,0.83,0.84,0.73,113.0
876,0.0,1.0,0.68,0.73,0.43,3.0
877,0.72,1.5,0.78,0.93,0.35,9.0
878,0.54,1.34,0.76,0.85,0.45,104.0
879,0.03,1.02,0.98,0.99,0.95,30.5
880,0.4,1.18,0.54,0.74,0.12,14.47
882,0.64,1.46,0.69,0.81,0.36,61.78
883,0.03,1.02,0.59,0.73,0.16,31.5
885,0.65,1.56,0.77,0.9,0.34,82.44
886,0.79,1.84,0.61,0.79,0.18,88.0
887,0.35,1.19,0.64,0.73,0.29,56.6
888,0.0,1.0,0.57,0.74,0.1,22.0
892,0.77,1.96,0.57,0.79,0.2,66.08
893,0.0,1.0,1.0,1.0,1.0,1.0
894,0.0,1.0,0.6,0.84,0.18,3.0
896,0.81,1.35,0.76,0.87,0.28,16.2
897,0.53,1.33,0.71,0.82,0.28,71.0
898,0.8,2.02,0.65,0.85,0.22,23.13
900,0.87,2.35,0.54,0.84,0.2,20.33
901,0.77,1.84,0.7,0.9,0.3,140.38
902,0.71,1.8,0.68,0.86,0.31,83.2
906,0.0,1.0,0.73,0.73,0.09,1.0
907,0.9,2.37,0.62,0.91,0.18,24.16
908,0.0,1.0,1.0,1.0,1.0,2.0
909,0.0,1.0,0.55,0.55,0.22,2.0
911,0.84,2.28,0.59,0.89,0.24,19.32
914,0.0,1.0,0.53,0.68,0.23,23.0
915,0.0,1.0,0.76,0.81,0.58,203.0
917,0.0,1.0,1.0,1.0,1.0,89.0
918,0.91,3.03,0.49,0.87,0.16,12.89
919,0.64,1.52,0.58,0.75,0.18,65.91
920,0.72,1.44,0.77,0.89,0.34,74.8
921,0.0,1.0,0.61,0.84,0.12,2.0
923,0.22,1.08,0.55,0.72,0.23,16.8
925,0.69,1.92,0.55,0.75,0.21,64.6
927,0.84,1.8,0.62,0.85,0.2,31.29
928,0.09,1.02,0.57,0.71,0.13,104.67
929,0.19,1.02,0.76,0.8,0.39,120.0
932,0.66,1.58,0.77,0.94,0.38,11.96
934,0.0,1.0,1.0,1.0,1.0,2.0
935,0.0,1.0,0.75,0.75,0.75,2.0
936,0.51,1.42,0.57,0.72,0.25,33.05
937,0.84,1.63,0.54,0.7,0.27,14.67
938,0.73,1.6,0.7,0.85,0.26,60.0
939,0.37,1.23,0.79,0.87,0.56,141.5
940,0.84,1.93,0.67,0.89,0.2,46.55
941,0.0,1.0,1.0,1.0,1.0,1.0
943,0.89,2.59,0.58,0.88,0.18,7.44
944,0.05,1.02,0.57,0.71,0.25,92.0
945,0.45,1.1,0.79,0.83,0.43,108.0
946,0.55,1.47,0.65,0.79,0.25,52.27
947,0.0,1.0,0.65,0.72,0.15,4.0
950,0.47,1.25,0.78,0.86,0.42,68.25
951,0.84,2.51,0.58,0.9,0.19,63.67
953,0.01,1.01,0.57,0.67,0.29,72.0
954,0.0,1.0,0.67,0.75,0.4,221.0
956,0.85,2.25,0.61,0.87,0.23,101.74
957,0.85,1.66,0.68,0.87,0.19,36.33
962,0.57,1.59,0.75,0.89,0.38,108.4
965,0.0,1.0,0.54,0.63,0.22,8.0
966,0.75,2.01,0.63,0.84,0.26,197.69
967,0.75,1.86,0.68,0.88,0.29,64.04
968,0.84,2.2,0.58,0.85,0.22,77.92
969,0.0,1.0,0.99,0.99,0.99,92.0
970,0.0,1.0,0.46,0.86,0.09,3.0
974,0.0,1.0,0.5,0.67,0.17,1.0
975,0.0,1.0,0.58,0.75,0.11,31.0
977,0.82,2.14,0.65,0.88,0.2,65.47
978,0.73,1.56,0.6,0.82,0.37,60.0
979,0.76,1.57,0.79,0.92,0.35,52.62
980,0.0,1.0,1.0,1.0,1.0,4.0
981,0.0,1.0,1.0,1.0,1.0,1.0
983,0.79,1.76,0.69,0.86,0.28,81.18
985,0.93,2.29,0.64,0.98,0.28,5.33
986,0.79,2.12,0.56,0.8,0.21,145.53
989,0.0,1.0,0.58,0.72,0.17,316.0
990,0.76,1.87,0.68,0.86,0.31,139.36
993,0.0,1.0,0.5,0.5,0.25,1.0
994,0.52,1.39,0.76,0.87,0.46,137.8
997,0.0,1.0,0.75,0.75,0.25,1.0
998,0.29,1.18,0.54,0.63,0.25,300.33
1000,0.78,2.06,0.59,0.83,0.25,174.0
1001,0.75,1.54,0.71,0.85,0.33,74.71
1003,0.0,1.0,0.87,0.88,0.84,76.0
1005,0.75,1.58,0.72,0.87,0.42,46.0
1007,0.77,2.04,0.61,0.83,0.25,122.4
1009,0.46,1.3,0.77,0.87,0.55,194.5
1010,0.78,1.98,0.64,0.85,0.25,157.91
1013,0.87,2.41,0.64,0.93,0.23,67.84
1014,0.57,1.44,0.74,0.85,0.41,68.36
1015,0.33,1.15,0.56,0.69,0.13,10.0
